TransactionID,CustomerID,TransactionDate,Year,Quarter,MonthNumber,MonthName,YearMonth,MonthStart,Season,TransactionType,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,RateToUSD,FXRateDate,RateSource,AmountOriginal,AmountUSD,CreditCardFeesOriginal,CreditCardFeesUSD,InsuranceFeesOriginal,InsuranceFeesUSD,LatePaymentAmountOriginal,LatePaymentAmountUSD,TotalFeesOriginal,TotalFeesUSD,FeeRate,HasFeeFriction,HasLatePayment,CustomerScore,CreditScoreBand,MonthlyIncome,MonthlyIncomeBand,CustomerSegment,TransactionValueBandUSD,RecommendedOffer,FeeBurdenZScore,HighFeeBurdenFlag
2336,1669,2024-09-26,2024,Q3,9,Sep,2024-09,2024-09-01,Autumn,Loan Payment,Loan,Business,Valencia,39.4699,-0.3763,Online,EUR,1.1155,2024-09-26,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3419.465988113179,3814.41,0.0,0.0,88.96,99.23,177.27,197.74,266.23,296.97,0.077855,True,True,325,Poor,1801.9,Under 3k,Low Income Segment,1k-5k,Financial Literacy Program Access,4.8888,True
4355,1464,2025-04-30,2025,Q2,4,Apr,2025-04,2025-04-01,Spring,Loan Payment,Loan,Standard,Murcia,37.9847,-1.1287,Online,EUR,1.1373,2025-04-30,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3665.161843845347,4168.39,0.0,0.0,68.53,77.94,192.2,218.59,260.73,296.53,0.071138,True,True,534,Poor,4665.16,3k-6k,Middle Income Segment,1k-5k,Personal Loan Cashback Offer,4.8651,True
7872,5018,2023-05-10,2023,Q2,5,May,2023-05,2023-05-01,Spring,Loan Payment,Loan,Platinum,Zaragoza,41.6488,-0.8891,Mobile,EUR,1.095,2023-05-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",1645.980953867747,1802.35,0.0,0.0,87.95,96.31,182.47,199.8,270.42,296.11,0.164291,True,True,778,Very Good,9107.11,6k-10k,High Income Segment,1k-5k,Premium Investment Services,4.8341,True
10765,2521,2023-08-17,2023,Q3,8,Aug,2023-08,2023-08-01,Summer,Loan Payment,Loan,Platinum,Barcelona,41.3874,2.1686,Branch,EUR,1.09,2023-08-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3723.096797496364,4058.18,0.0,0.0,98.79,107.68,172.67,188.21,271.46,295.89,0.072912,True,True,602,Fair,6401.85,6k-10k,Middle Income Segment,1k-5k,Personal Loan Cashback Offer,4.8533,True
11851,8816,2024-02-26,2024,Q1,2,Feb,2024-02,2024-02-01,Winter,Loan Payment,Loan,Gold,Malaga,36.7213,-4.4214,ATM,EUR,1.0852,2024-02-26,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",1880.886952179698,2041.14,0.0,0.0,93.57,101.54,178.02,193.19,271.59,294.73,0.144395,True,True,843,Exceptional,4940.78,3k-6k,Middle Income Segment,1k-5k,Personal Loan Cashback Offer,4.8317,True
4961,3068,2024-10-17,2024,Q4,10,Oct,2024-10,2024-10-01,Autumn,Loan Payment,Loan,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,1.0866,2024-10-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",4877.772954746655,5300.19,0.0,0.0,78.84,85.67,191.35,207.92,270.19,293.59,0.055392,True,True,581,Fair,4576.22,3k-6k,Middle Income Segment,5k-10k,Personal Loan Cashback Offer,4.8106,True
19744,4350,2024-06-07,2024,Q2,6,Jun,2024-06,2024-06-01,Summer,Loan Payment,Loan,Student,Zaragoza,41.6488,-0.8891,ATM,EUR,1.0898,2024-06-07,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",7268.676228437097,7921.4,0.0,0.0,99.45,108.38,168.13,183.23,267.58,291.61,0.036813,True,True,612,Fair,7718.95,6k-10k,High Income Segment,5k-10k,Premium Investment Services,4.7511,True
6875,6988,2023-03-29,2023,Q1,3,Mar,2023-03,2023-03-01,Spring,Loan Payment,Loan,Gold,Barcelona,41.3874,2.1686,ATM,EUR,1.0847,2023-03-29,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",6137.938903299783,6657.82,0.0,0.0,84.73,91.91,183.91,199.49,268.64,291.4,0.043768,True,True,642,Fair,3865.87,3k-6k,Middle Income Segment,5k-10k,Personal Loan Cashback Offer,4.7699,True
13582,8837,2024-02-14,2024,Q1,2,Feb,2024-02,2024-02-01,Winter,Loan Payment,Loan,Gold,Zaragoza,41.6488,-0.8891,ATM,EUR,1.0713,2024-02-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",11016.73000339564,11802.22,0.0,0.0,89.96,96.37,181.72,194.68,271.68,291.05,0.024661,True,True,667,Fair,7063.0,6k-10k,High Income Segment,10k+,Premium Investment Services,4.7408,True
18895,8669,2024-09-27,2024,Q3,9,Sep,2024-09,2024-09-01,Autumn,Loan Payment,Loan,Student,Malaga,36.7213,-4.4214,Online,EUR,1.1158,2024-09-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",2403.158267100975,2681.44,0.0,0.0,79.72,88.95,180.7,201.63,260.42,290.58,0.108367,True,True,514,Poor,5925.53,3k-6k,Middle Income Segment,1k-5k,Personal Loan Cashback Offer,4.7547,True
18937,5550,2023-07-22,2023,Q3,7,Jul,2023-07,2023-07-01,Summer,Loan Payment,Loan,Standard,Barcelona,41.3874,2.1686,Online,EUR,1.1123,2023-07-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",8329.620931527184,9265.04,0.0,0.0,84.99,94.53,175.35,195.04,260.34,289.57,0.031254,True,True,750,Very Good,1415.18,Under 3k,Low Income Segment,5k-10k,Financial Literacy Program Access,4.7515,True
13849,2299,2024-02-11,2024,Q1,2,Feb,2024-02,2024-02-01,Winter,Loan Payment,Loan,Student,Malaga,36.7213,-4.4214,ATM,EUR,1.0772,2024-02-09,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",5528.479580547939,5955.28,0.0,0.0,83.5,89.95,182.89,197.01,266.39,286.96,0.048186,True,True,688,Good,2258.65,Under 3k,Low Income Segment,5k-10k,Financial Literacy Program Access,4.7031,True
10190,9914,2023-07-07,2023,Q3,7,Jul,2023-07,2023-07-01,Summer,Loan Payment,Loan,Business,Valencia,39.4699,-0.3763,ATM,EUR,1.0888,2023-07-07,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",10282.31196363912,11195.38,0.0,0.0,75.57,82.28,187.93,204.62,263.5,286.9,0.025627,True,True,665,Fair,1101.58,Under 3k,Low Income Segment,10k+,Financial Literacy Program Access,4.702,True
12616,8625,2023-03-29,2023,Q1,3,Mar,2023-03,2023-03-01,Spring,Loan Payment,Loan,Gold,Murcia,37.9847,-1.1287,Mobile,EUR,1.0847,2023-03-29,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",10676.44596144113,11580.74,0.0,0.0,92.06,99.86,171.01,185.49,263.07,285.35,0.02464,True,True,654,Fair,8959.77,6k-10k,High Income Segment,10k+,Premium Investment Services,4.6357,True
16838,5428,2023-05-28,2023,Q2,5,May,2023-05,2023-05-01,Spring,Loan Payment,Loan,Student,Valencia,39.4699,-0.3763,Branch,EUR,1.0751,2023-05-26,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",12401.96641661373,13333.35,0.0,0.0,92.15,99.07,173.14,186.14,265.29,285.21,0.021391,True,True,445,Poor,7526.45,6k-10k,High Income Segment,10k+,Premium Investment Services,4.6331,True
9483,3611,2024-09-08,2024,Q3,9,Sep,2024-09,2024-09-01,Autumn,Loan Payment,Loan,Platinum,Bilbao,43.263,-2.935,Branch,EUR,1.1103,2024-09-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",7705.448166838678,8555.36,0.0,0.0,61.85,68.67,194.44,215.89,256.29,284.56,0.033261,True,True,811,Exceptional,5172.46,3k-6k,Middle Income Segment,5k-10k,Personal Loan Cashback Offer,4.6429,True
7547,4183,2023-12-13,2023,Q4,12,Dec,2023-12,2023-12-01,Winter,Loan Payment,Loan,Business,Zaragoza,41.6488,-0.8891,Branch,EUR,1.0787,2023-12-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",396.6917775817195,427.91,0.0,0.0,63.29,68.27,199.98,215.72,263.27,283.99,0.663668,True,True,511,Poor,3418.12,3k-6k,Middle Income Segment,Under 1k,Personal Loan Cashback Offer,4.6323,True
19907,2368,2025-04-02,2025,Q2,4,Apr,2025-04,2025-04-01,Spring,Loan Payment,Loan,Platinum,Malaga,36.7213,-4.4214,Mobile,EUR,1.0803,2025-04-02,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",363.1550630914937,392.32,0.0,0.0,78.33,84.62,184.44,199.25,262.77,283.87,0.723567,True,True,517,Poor,9268.52,6k-10k,High Income Segment,Under 1k,Premium Investment Services,4.6084,True
4958,9536,2024-03-10,2024,Q1,3,Mar,2024-03,2024-03-01,Spring,Loan Payment,Loan,Platinum,Valencia,39.4699,-0.3763,Online,EUR,1.0932,2024-03-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",9972.621947787506,10902.07,0.0,0.0,61.79,67.55,197.8,216.23,259.59,283.78,0.02603,True,True,745,Very Good,8911.87,6k-10k,High Income Segment,10k+,Premium Investment Services,4.6067,True
18601,8809,2025-02-09,2025,Q1,2,Feb,2025-02,2025-02-01,Winter,Loan Payment,Loan,Standard,Bilbao,43.263,-2.935,Online,EUR,1.0377,2025-02-07,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",2379.778173289389,2469.5,0.0,0.0,92.85,96.35,177.52,184.21,270.37,280.56,0.11361,True,True,605,Fair,4526.55,3k-6k,Middle Income Segment,1k-5k,Personal Loan Cashback Offer,4.5686,True
5697,1098,2024-05-02,2024,Q2,5,May,2024-05,2024-05-01,Spring,Loan Payment,Loan,Gold,Barcelona,41.3874,2.1686,ATM,EUR,1.0698,2024-05-02,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",4881.671706449703,5222.41,0.0,0.0,80.86,86.5,181.05,193.69,261.91,280.19,0.053651,True,True,350,Poor,9831.43,6k-10k,High Income Segment,5k-10k,Premium Investment Services,4.5406,True
18672,8798,2024-06-06,2024,Q2,6,Jun,2024-06,2024-06-01,Summer,Loan Payment,Loan,Business,Zaragoza,41.6488,-0.8891,Online,EUR,1.0865,2024-06-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",1521.295397810417,1652.89,0.0,0.0,70.59,76.7,187.24,203.44,257.83,280.14,0.169485,True,True,683,Good,3867.63,3k-6k,Middle Income Segment,1k-5k,Personal Loan Cashback Offer,4.5609,True
14441,5355,2024-11-26,2024,Q4,11,Nov,2024-11,2024-11-01,Autumn,Loan Payment,Loan,Business,Zaragoza,41.6488,-0.8891,Online,EUR,1.0522,2024-11-26,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",9578.699028899351,10078.71,0.0,0.0,66.54,70.01,198.4,208.76,264.94,278.77,0.027659,True,True,755,Very Good,8191.13,6k-10k,High Income Segment,10k+,Premium Investment Services,4.5144,True
3181,6634,2025-04-10,2025,Q2,4,Apr,2025-04,2025-04-01,Spring,Loan Payment,Loan,Business,Murcia,37.9847,-1.1287,Mobile,EUR,1.1082,2025-04-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",5480.937159302816,6073.97,0.0,0.0,73.65,81.62,177.56,196.77,251.21,278.39,0.045833,True,True,814,Exceptional,7158.14,6k-10k,High Income Segment,5k-10k,Premium Investment Services,4.5074,True
698,1671,2023-10-31,2023,Q4,10,Oct,2023-10,2023-10-01,Autumn,Loan Payment,Loan,Business,Seville,37.3891,-5.9845,Online,EUR,1.0619,2023-10-31,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",8531.486871616813,9059.59,0.0,0.0,91.73,97.41,169.52,180.01,261.25,277.42,0.030622,True,True,611,Fair,5146.06,3k-6k,Middle Income Segment,5k-10k,Personal Loan Cashback Offer,4.5104,True
6023,1845,2025-03-26,2025,Q1,3,Mar,2025-03,2025-03-01,Spring,Loan Payment,Loan,Gold,Barcelona,41.3874,2.1686,Branch,EUR,1.0788,2025-03-26,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",148.4629748832395,160.16,0.0,0.0,74.46,80.33,182.32,196.69,256.78,277.02,1.729645,True,True,659,Fair,9214.36,6k-10k,High Income Segment,Under 1k,Premium Investment Services,4.4821,True
6768,9712,2024-04-10,2024,Q2,4,Apr,2024-04,2024-04-01,Spring,Loan Payment,Loan,Standard,Barcelona,41.3874,2.1686,ATM,EUR,1.086,2024-04-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",10984.72050692922,11929.41,0.0,0.0,76.75,83.35,178.09,193.41,254.84,276.76,0.0232,True,True,308,Poor,5415.33,3k-6k,Middle Income Segment,10k+,Personal Loan Cashback Offer,4.4981,True
872,8667,2023-02-10,2023,Q1,2,Feb,2023-02,2023-02-01,Winter,Loan Payment,Loan,Business,Valencia,39.4699,-0.3763,ATM,EUR,1.069,2023-02-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",2789.022938042384,2981.47,0.0,0.0,90.6,96.85,168.22,179.83,258.82,276.68,0.0928,True,True,382,Poor,7021.97,6k-10k,High Income Segment,1k-5k,Premium Investment Services,4.4758,True
19856,9935,2024-07-16,2024,Q3,7,Jul,2024-07,2024-07-01,Summer,Loan Payment,Loan,Business,Zaragoza,41.6488,-0.8891,Branch,EUR,1.0902,2024-07-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",8985.554864548156,9796.05,0.0,0.0,97.66,106.47,154.35,168.27,252.01,274.74,0.028046,True,True,406,Poor,3743.03,3k-6k,Middle Income Segment,5k-10k,Personal Loan Cashback Offer,4.4606,True
10288,6977,2025-01-02,2025,Q1,1,Jan,2025-01,2025-01-01,Winter,Loan Payment,Loan,Gold,Bilbao,43.263,-2.935,Mobile,EUR,1.0321,2025-01-02,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",9753.621366455183,10066.71,0.0,0.0,84.91,87.64,180.69,186.49,265.6,274.13,0.027231,True,True,399,Poor,1587.15,Under 3k,Low Income Segment,10k+,Financial Literacy Program Access,4.4651,True
666,4177,2023-08-07,2023,Q3,8,Aug,2023-08,2023-08-01,Summer,Loan Payment,Loan,Standard,Zaragoza,41.6488,-0.8891,Branch,EUR,1.0984,2023-08-07,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",141.9691941803931,155.94,0.0,0.0,55.29,60.73,193.46,212.5,248.75,273.23,1.752148,True,True,557,Poor,6040.08,6k-10k,Middle Income Segment,Under 1k,Personal Loan Cashback Offer,4.4326,True
15347,6482,2024-09-09,2024,Q3,9,Sep,2024-09,2024-09-01,Autumn,Loan Payment,Loan,Standard,Malaga,36.7213,-4.4214,ATM,EUR,1.1043,2024-09-09,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3559.597554102327,3930.86,0.0,0.0,64.65,71.39,182.69,201.74,247.34,273.13,0.069484,True,True,522,Poor,9964.18,6k-10k,High Income Segment,1k-5k,Premium Investment Services,4.4104,True
2968,3745,2023-11-16,2023,Q4,11,Nov,2023-11,2023-11-01,Autumn,Loan Payment,Loan,Business,Barcelona,41.3874,2.1686,Online,EUR,1.0849,2023-11-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",4551.854695341273,4938.31,0.0,0.0,89.81,97.43,161.24,174.93,251.05,272.36,0.055152,True,True,575,Poor,4891.98,3k-6k,Middle Income Segment,1k-5k,Personal Loan Cashback Offer,4.4164,True
16014,8903,2024-09-16,2024,Q3,9,Sep,2024-09,2024-09-01,Autumn,Loan Payment,Credit Card,Platinum,Barcelona,41.3874,2.1686,ATM,EUR,1.1126,2024-09-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3730.984918962734,4151.09,47.28,52.6,0.0,0.0,196.8,218.96,244.08,271.56,0.065419,True,True,721,Good,9278.85,6k-10k,High Income Segment,1k-5k,Exclusive Platinum Package,4.3814,True
876,9669,2023-07-27,2023,Q3,7,Jul,2023-07,2023-07-01,Summer,Loan Payment,Loan,Gold,Murcia,37.9847,-1.1287,Mobile,EUR,1.1125,2023-07-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",4625.521236278152,5145.89,0.0,0.0,63.45,70.59,178.99,199.13,242.44,269.72,0.052415,True,True,314,Poor,9952.05,6k-10k,High Income Segment,5k-10k,Premium Investment Services,4.3475,True
10560,1236,2023-05-20,2023,Q2,5,May,2023-05,2023-05-01,Spring,Loan Payment,Loan,Business,Zaragoza,41.6488,-0.8891,Online,EUR,1.0808,2023-05-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",5683.448752540721,6142.67,0.0,0.0,82.68,89.36,166.65,180.12,249.33,269.48,0.04387,True,True,737,Good,9576.76,6k-10k,High Income Segment,5k-10k,Premium Investment Services,4.3431,True
18979,1569,2024-01-05,2024,Q1,1,Jan,2024-01,2024-01-01,Winter,Loan Payment,Loan,Platinum,Zaragoza,41.6488,-0.8891,Online,EUR,1.0921,2024-01-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",6784.635029737739,7409.5,0.0,0.0,67.35,73.55,179.09,195.58,246.44,269.13,0.036322,True,True,631,Fair,2863.41,Under 3k,Low Income Segment,5k-10k,Financial Literacy Program Access,4.3724,True
193,1659,2023-07-06,2023,Q3,7,Jul,2023-07,2023-07-01,Summer,Loan Payment,Loan,Gold,Malaga,36.7213,-4.4214,ATM,EUR,1.0899,2023-07-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",2511.55349757105,2737.34,0.0,0.0,63.22,68.9,182.83,199.27,246.05,268.17,0.097967,True,True,791,Very Good,4343.97,3k-6k,Middle Income Segment,1k-5k,Personal Loan Cashback Offer,4.3386,True
16567,1224,2024-09-16,2024,Q3,9,Sep,2024-09,2024-09-01,Autumn,Loan Payment,Loan,Student,Madrid,40.4168,-3.7038,Online,EUR,1.1126,2024-09-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3193.810212790941,3553.43,0.0,0.0,47.19,52.5,192.82,214.53,240.01,267.03,0.075147,True,True,776,Very Good,3264.77,3k-6k,Middle Income Segment,1k-5k,Personal Loan Cashback Offer,4.3174,True
13680,1347,2024-09-19,2024,Q3,9,Sep,2024-09,2024-09-01,Autumn,Loan Payment,Loan,Gold,Barcelona,41.3874,2.1686,Online,EUR,1.1156,2024-09-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",9326.136900263407,10404.24,0.0,0.0,65.8,73.41,173.26,193.29,239.06,266.7,0.025634,True,True,812,Exceptional,9204.17,6k-10k,High Income Segment,10k+,Premium Investment Services,4.2918,True
14114,1526,2023-02-05,2023,Q1,2,Feb,2023-02,2023-02-01,Winter,Loan Payment,Loan,Gold,Bilbao,43.263,-2.935,Branch,EUR,1.0937,2023-02-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",11601.2820143121,12688.32,0.0,0.0,71.52,78.22,172.16,188.29,243.68,266.51,0.021004,True,True,350,Poor,8143.2,6k-10k,High Income Segment,10k+,Premium Investment Services,4.2883,True
6323,5271,2023-10-26,2023,Q4,10,Oct,2023-10,2023-10-01,Autumn,Loan Payment,Loan,Standard,Bilbao,43.263,-2.935,Online,USD,1.0,2023-10-26,Native USD; no conversion applied,11529.01852733205,11529.02,0.0,0.0,73.61,73.61,192.88,192.88,266.49,266.49,0.023115,True,True,747,Very Good,9399.95,6k-10k,High Income Segment,10k+,Premium Investment Services,4.288,True
14262,5496,2023-11-08,2023,Q4,11,Nov,2023-11,2023-11-01,Autumn,Loan Payment,Loan,Platinum,Barcelona,41.3874,2.1686,Online,EUR,1.0671,2023-11-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",7052.121679224202,7525.32,0.0,0.0,92.12,98.3,157.52,168.09,249.64,266.39,0.035399,True,True,557,Poor,3610.03,3k-6k,Middle Income Segment,5k-10k,Personal Loan Cashback Offer,4.3056,True
14819,8143,2024-08-21,2024,Q3,8,Aug,2024-08,2024-08-01,Summer,Loan Payment,Loan,Business,Madrid,40.4168,-3.7038,Branch,EUR,1.1116,2024-08-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",9665.551793749084,10744.23,0.0,0.0,98.1,109.05,141.25,157.01,239.35,266.06,0.024763,True,True,504,Poor,8458.0,6k-10k,High Income Segment,10k+,Premium Investment Services,4.28,True
3010,6690,2023-05-01,2023,Q2,5,May,2023-05,2023-05-01,Spring,Loan Payment,Loan,Gold,Madrid,40.4168,-3.7038,ATM,EUR,1.0981,2023-04-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",4331.984965540119,4756.95,0.0,0.0,64.96,71.33,176.4,193.7,241.36,265.03,0.055714,True,True,490,Poor,3114.73,3k-6k,Middle Income Segment,1k-5k,Personal Loan Cashback Offer,4.2803,True
62,8629,2025-02-12,2025,Q1,2,Feb,2025-02,2025-02-01,Winter,Loan Payment,Loan,Gold,Malaga,36.7213,-4.4214,ATM,EUR,1.037,2025-02-12,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",10415.14268249008,10800.5,0.0,0.0,90.65,94.0,164.68,170.77,255.33,264.77,0.024515,True,True,431,Poor,2884.65,Under 3k,Low Income Segment,10k+,Financial Literacy Program Access,4.2915,True
