TransactionID,CustomerID,TransactionDate,Year,Quarter,MonthNumber,MonthName,YearMonth,MonthStart,Season,TransactionType,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,RateToUSD,FXRateDate,RateSource,AmountOriginal,AmountUSD,CreditCardFeesOriginal,CreditCardFeesUSD,InsuranceFeesOriginal,InsuranceFeesUSD,LatePaymentAmountOriginal,LatePaymentAmountUSD,TotalFeesOriginal,TotalFeesUSD,FeeRate,HasFeeFriction,HasLatePayment,CustomerScore,CreditScoreBand,MonthlyIncome,MonthlyIncomeBand,CustomerSegment,TransactionValueBandUSD,RecommendedOffer,FeeBurdenZScore,HighFeeBurdenFlag
11,2685,2023-01-04,2023,Q1,1,Jan,2023-01,2023-01-01,Winter,Deposit,Loan,Student,Bilbao,43.263,-2.935,Branch,EUR,1.0599,2023-01-04,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",10750.80782115308,11394.78,0.0,0.0,33.97,36.0,0.0,0.0,33.97,36.0,0.003159,True,False,843,Exceptional,9910.87,6k-10k,High Income Segment,10k+,Premium Investment Services,0.0384,False
12,1769,2023-11-23,2023,Q4,11,Nov,2023-11,2023-11-01,Autumn,Card Payment,Credit Card,Gold,Valencia,39.4699,-0.3763,ATM,EUR,1.09,2023-11-23,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",9476.064540955227,10328.91,40.0,43.6,0.0,0.0,0.0,0.0,40.0,43.6,0.004221,True,False,383,Poor,6000.41,6k-10k,Middle Income Segment,10k+,Gold Card with Travel Benefits,0.1692,False
13,7949,2023-10-24,2023,Q4,10,Oct,2023-10,2023-10-01,Autumn,Loan Payment,Mortgage,Business,Malaga,36.7213,-4.4214,Online,EUR,1.0632,2023-10-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",347.078478023202,369.01,0.0,0.0,0.0,0.0,26.89,28.59,26.89,28.59,0.077478,True,True,484,Poor,5906.51,3k-6k,Middle Income Segment,Under 1k,Mid-tier Savings Booster,-0.1095,False
14,3433,2023-03-03,2023,Q1,3,Mar,2023-03,2023-03-01,Spring,Loan Payment,Credit Card,Business,Seville,37.3891,-5.9845,Mobile,EUR,1.0615,2023-03-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",282.1119571119077,299.46,23.5,24.95,0.0,0.0,142.66,151.43,166.16,176.38,0.588994,True,True,662,Fair,3858.5,3k-6k,Middle Income Segment,Under 1k,Gold Card with Travel Benefits,2.6344,True
15,6311,2023-05-30,2023,Q2,5,May,2023-05,2023-05-01,Spring,Deposit,Savings Account,Student,Bilbao,43.263,-2.935,Branch,EUR,1.0744,2023-05-30,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",2967.039719614751,3187.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,730,Good,1012.55,Under 3k,Low Income Segment,1k-5k,No-Fee Basic Account,-0.6196,False
16,6051,2023-04-20,2023,Q2,4,Apr,2023-04,2023-04-01,Spring,Card Payment,Savings Account,Platinum,Valencia,39.4699,-0.3763,Mobile,USD,1.0,2023-04-20,Native USD; no conversion applied,4760.063919437015,4760.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,332,Poor,6165.08,6k-10k,Middle Income Segment,1k-5k,Mid-tier Savings Booster,-0.6403,False
17,7420,2024-10-08,2024,Q4,10,Oct,2024-10,2024-10-01,Autumn,Loan Payment,Loan,Student,Madrid,40.4168,-3.7038,Mobile,EUR,1.0982,2024-10-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",6036.819687154504,6629.64,0.0,0.0,14.51,15.93,101.65,111.63,116.16,127.56,0.019241,True,True,827,Exceptional,6732.4,6k-10k,Middle Income Segment,5k-10k,Personal Loan Cashback Offer,1.728,False
18,2184,2023-12-21,2023,Q4,12,Dec,2023-12,2023-12-01,Winter,Fee,Savings Account,Student,Madrid,40.4168,-3.7038,Branch,EUR,1.0983,2023-12-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",4189.673892441536,4601.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,383,Poor,8253.9,6k-10k,High Income Segment,1k-5k,Premium Investment Services,-0.6253,False
19,5555,2025-05-05,2025,Q2,5,May,2025-05,2025-05-01,Spring,Card Payment,Loan,Student,Murcia,37.9847,-1.1287,Online,EUR,1.1343,2025-05-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",9537.538640696797,10818.43,0.0,0.0,26.68,30.26,0.0,0.0,26.68,30.26,0.002797,True,False,711,Good,4055.12,3k-6k,Middle Income Segment,10k+,Personal Loan Cashback Offer,-0.0785,False
20,4385,2023-05-05,2023,Q2,5,May,2023-05,2023-05-01,Spring,Card Payment,Checking Account,Business,Bilbao,43.263,-2.935,ATM,EUR,1.1014,2023-05-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3889.23616171974,4283.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,635,Fair,7191.14,6k-10k,High Income Segment,1k-5k,Premium Investment Services,-0.6253,False
21,7396,2024-01-17,2024,Q1,1,Jan,2024-01,2024-01-01,Winter,Deposit,Savings Account,Platinum,Valencia,39.4699,-0.3763,ATM,EUR,1.0877,2024-01-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",2562.163609207357,2786.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,748,Very Good,8547.74,6k-10k,High Income Segment,1k-5k,Premium Investment Services,-0.6253,False
22,9666,2024-11-17,2024,Q4,11,Nov,2024-11,2024-11-01,Autumn,Fee,Checking Account,Standard,Valencia,39.4699,-0.3763,Branch,EUR,1.0583,2024-11-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3404.541799160214,3603.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,606,Fair,5573.25,3k-6k,Middle Income Segment,1k-5k,Mid-tier Savings Booster,-0.6403,False
23,3558,2024-10-20,2024,Q4,10,Oct,2024-10,2024-10-01,Autumn,Fee,Checking Account,Business,Malaga,36.7213,-4.4214,Mobile,EUR,1.0847,2024-10-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",1972.456600645855,2139.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,828,Exceptional,2763.09,Under 3k,Low Income Segment,1k-5k,Financial Literacy Program Access,-0.6196,False
24,8849,2023-04-23,2023,Q2,4,Apr,2023-04,2023-04-01,Spring,Loan Payment,Mortgage,Student,Bilbao,43.263,-2.935,ATM,USD,1.0,2023-04-23,Native USD; no conversion applied,12796.84636233104,12796.85,0.0,0.0,0.0,0.0,170.94,170.94,170.94,170.94,0.013358,True,True,465,Poor,8635.25,6k-10k,High Income Segment,10k+,Exclusive Platinum Package,2.5263,True
25,3047,2025-02-28,2025,Q1,2,Feb,2025-02,2025-02-01,Winter,Transfer,Loan,Business,Murcia,37.9847,-1.1287,ATM,EUR,1.0411,2025-02-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",2611.927729314473,2719.28,0.0,0.0,48.66,50.66,0.0,0.0,48.66,50.66,0.01863,True,False,479,Poor,7386.01,6k-10k,High Income Segment,1k-5k,Premium Investment Services,0.3087,False
26,3747,2024-08-14,2024,Q3,8,Aug,2024-08,2024-08-01,Summer,Fee,Checking Account,Gold,Murcia,37.9847,-1.1287,Online,EUR,1.1019,2024-08-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",7072.808735340604,7793.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,507,Poor,9394.88,6k-10k,High Income Segment,5k-10k,Premium Investment Services,-0.6253,False
27,1189,2023-01-07,2023,Q1,1,Jan,2023-01,2023-01-01,Winter,Loan Payment,Mortgage,Platinum,Malaga,36.7213,-4.4214,ATM,EUR,1.05,2023-01-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",5369.450372124378,5637.92,0.0,0.0,0.0,0.0,65.11,68.37,65.11,68.37,0.012127,True,True,607,Fair,6298.02,6k-10k,Middle Income Segment,5k-10k,Mid-tier Savings Booster,0.6291,False
28,3734,2024-01-06,2024,Q1,1,Jan,2024-01,2024-01-01,Winter,Transfer,Savings Account,Standard,Barcelona,41.3874,2.1686,ATM,EUR,1.0921,2024-01-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",137.0270870529579,149.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,639,Fair,6773.86,6k-10k,Middle Income Segment,Under 1k,Mid-tier Savings Booster,-0.6403,False
29,4005,2025-01-01,2025,Q1,1,Jan,2025-01,2025-01-01,Winter,Card Payment,Savings Account,Platinum,Malaga,36.7213,-4.4214,Online,EUR,1.0389,2024-12-31,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",844.0301918470752,876.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,589,Fair,4948.54,3k-6k,Middle Income Segment,Under 1k,Mid-tier Savings Booster,-0.6403,False
30,5658,2024-11-09,2024,Q4,11,Nov,2024-11,2024-11-01,Autumn,Loan Payment,Checking Account,Gold,Madrid,40.4168,-3.7038,Branch,EUR,1.0772,2024-11-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",6924.048107341377,7458.58,0.0,0.0,0.0,0.0,83.44,89.88,83.44,89.88,0.012051,True,True,511,Poor,2730.56,Under 3k,Low Income Segment,5k-10k,Financial Literacy Program Access,1.0476,False
31,2899,2024-10-19,2024,Q4,10,Oct,2024-10,2024-10-01,Autumn,Loan Payment,Savings Account,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,1.0847,2024-10-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",645.0363943555132,699.67,0.0,0.0,0.0,0.0,163.57,177.42,163.57,177.42,0.253577,True,True,713,Good,3398.28,3k-6k,Middle Income Segment,Under 1k,Mid-tier Savings Booster,2.6537,True
32,8734,2023-08-29,2023,Q3,8,Aug,2023-08,2023-08-01,Summer,Deposit,Loan,Business,Madrid,40.4168,-3.7038,Online,EUR,1.0803,2023-08-29,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",9176.159123763062,9913.0,0.0,0.0,42.32,45.72,0.0,0.0,42.32,45.72,0.004612,True,False,828,Exceptional,6072.51,6k-10k,Middle Income Segment,5k-10k,Personal Loan Cashback Offer,0.2086,False
33,2267,2024-07-19,2024,Q3,7,Jul,2024-07,2024-07-01,Summer,Card Payment,Savings Account,Standard,Barcelona,41.3874,2.1686,Mobile,EUR,1.089,2024-07-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",915.9630527691642,997.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,749,Very Good,6377.72,6k-10k,Middle Income Segment,Under 1k,Mid-tier Savings Booster,-0.6403,False
34,2528,2024-02-13,2024,Q1,2,Feb,2024-02,2024-02-01,Winter,Card Payment,Credit Card,Student,Madrid,40.4168,-3.7038,ATM,USD,1.0,2024-02-13,Native USD; no conversion applied,4885.10863283505,4885.11,10.31,10.31,0.0,0.0,0.0,0.0,10.31,10.31,0.00211,True,False,587,Fair,5057.74,3k-6k,Middle Income Segment,1k-5k,Gold Card with Travel Benefits,-0.4489,False
35,4556,2024-11-22,2024,Q4,11,Nov,2024-11,2024-11-01,Autumn,Withdrawal,Savings Account,Gold,Madrid,40.4168,-3.7038,Online,EUR,1.0412,2024-11-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",1027.55101696638,1069.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,545,Poor,7426.07,6k-10k,High Income Segment,1k-5k,Premium Investment Services,-0.6253,False
36,4890,2023-03-17,2023,Q1,3,Mar,2023-03,2023-03-01,Spring,Transfer,Checking Account,Student,Madrid,40.4168,-3.7038,Branch,EUR,1.0623,2023-03-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",2603.190122463628,2765.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,573,Poor,6668.18,6k-10k,Middle Income Segment,1k-5k,Mid-tier Savings Booster,-0.6403,False
37,9838,2023-06-01,2023,Q2,6,Jun,2023-06,2023-06-01,Summer,Loan Payment,Mortgage,Gold,Madrid,40.4168,-3.7038,Mobile,EUR,1.0697,2023-06-01,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",1872.873849578536,2003.41,0.0,0.0,0.0,0.0,97.86,104.68,97.86,104.68,0.052251,True,True,437,Poor,3594.46,3k-6k,Middle Income Segment,1k-5k,Mid-tier Savings Booster,1.3032,False
38,6393,2023-09-09,2023,Q3,9,Sep,2023-09,2023-09-01,Autumn,Fee,Loan,Business,Seville,37.3891,-5.9845,ATM,EUR,1.0704,2023-09-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",6909.05984125442,7395.46,0.0,0.0,75.77,81.1,0.0,0.0,75.77,81.1,0.010966,True,False,387,Poor,1489.97,Under 3k,Low Income Segment,5k-10k,Financial Literacy Program Access,0.8847,False
39,9792,2023-08-22,2023,Q3,8,Aug,2023-08,2023-08-01,Summer,Fee,Loan,Business,Bilbao,43.263,-2.935,Online,USD,1.0,2023-08-22,Native USD; no conversion applied,4550.103981996912,4550.1,0.0,0.0,96.66,96.66,0.0,0.0,96.66,96.66,0.021243,True,False,833,Exceptional,9249.61,6k-10k,High Income Segment,1k-5k,Premium Investment Services,1.1568,False
40,9433,2024-11-27,2024,Q4,11,Nov,2024-11,2024-11-01,Autumn,Withdrawal,Mortgage,Student,Barcelona,41.3874,2.1686,Branch,EUR,1.0531,2024-11-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",5455.139748234597,5744.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,682,Good,6915.34,6k-10k,Middle Income Segment,5k-10k,Mid-tier Savings Booster,-0.6403,False
41,8513,2023-12-24,2023,Q4,12,Dec,2023-12,2023-12-01,Winter,Transfer,Loan,Gold,Murcia,37.9847,-1.1287,Online,EUR,1.1023,2023-12-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",490.8950551964337,541.11,0.0,0.0,58.58,64.57,0.0,0.0,58.58,64.57,0.119329,True,False,575,Poor,4473.92,3k-6k,Middle Income Segment,Under 1k,Personal Loan Cashback Offer,0.5585,False
42,3612,2023-01-23,2023,Q1,1,Jan,2023-01,2023-01-01,Winter,Deposit,Checking Account,Gold,Malaga,36.7213,-4.4214,Online,EUR,1.0871,2023-01-23,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",1068.25056093046,1161.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,588,Fair,8516.75,6k-10k,High Income Segment,1k-5k,Premium Investment Services,-0.6253,False
43,8041,2024-05-30,2024,Q2,5,May,2024-05,2024-05-01,Spring,Transfer,Checking Account,Business,Madrid,40.4168,-3.7038,Mobile,EUR,1.0815,2024-05-30,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",5519.536299853136,5969.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,689,Good,5185.09,3k-6k,Middle Income Segment,5k-10k,Mid-tier Savings Booster,-0.6403,False
44,7235,2025-05-01,2025,Q2,5,May,2025-05,2025-05-01,Spring,Fee,Mortgage,Platinum,Zaragoza,41.6488,-0.8891,Mobile,EUR,1.1373,2025-04-30,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",4366.090506490205,4965.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,605,Fair,8839.3,6k-10k,High Income Segment,1k-5k,Exclusive Platinum Package,-0.6253,False
45,6486,2024-07-31,2024,Q3,7,Jul,2024-07,2024-07-01,Summer,Fee,Checking Account,Student,Malaga,36.7213,-4.4214,ATM,EUR,1.0828,2024-07-31,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3451.563164513013,3737.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,835,Exceptional,5847.99,3k-6k,Middle Income Segment,1k-5k,Mid-tier Savings Booster,-0.6403,False
46,8099,2024-02-06,2024,Q1,2,Feb,2024-02,2024-02-01,Winter,Deposit,Credit Card,Student,Seville,37.3891,-5.9845,ATM,EUR,1.0743,2024-02-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",7466.107323462476,8020.84,19.86,21.34,0.0,0.0,0.0,0.0,19.86,21.34,0.002661,True,False,824,Exceptional,7713.93,6k-10k,High Income Segment,5k-10k,Exclusive Platinum Package,-0.2319,False
47,1775,2024-02-17,2024,Q1,2,Feb,2024-02,2024-02-01,Winter,Deposit,Checking Account,Gold,Bilbao,43.263,-2.935,Mobile,EUR,1.0768,2024-02-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3472.508336542469,3739.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,423,Poor,3926.32,3k-6k,Middle Income Segment,1k-5k,Mid-tier Savings Booster,-0.6403,False
48,9226,2025-04-09,2025,Q2,4,Apr,2025-04,2025-04-01,Spring,Fee,Loan,Standard,Barcelona,41.3874,2.1686,Branch,EUR,1.1045,2025-04-09,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",2810.863397423469,3104.6,0.0,0.0,15.68,17.32,0.0,0.0,15.68,17.32,0.005579,True,False,554,Poor,1261.38,Under 3k,Low Income Segment,1k-5k,Financial Literacy Program Access,-0.2983,False
49,4152,2023-10-19,2023,Q4,10,Oct,2023-10,2023-10-01,Autumn,Loan Payment,Mortgage,Business,Malaga,36.7213,-4.4214,Online,EUR,1.0558,2023-10-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",8199.032472556859,8656.54,0.0,0.0,0.0,0.0,182.81,193.01,182.81,193.01,0.022296,True,True,691,Good,5875.14,3k-6k,Middle Income Segment,5k-10k,Mid-tier Savings Booster,2.9432,True
50,2585,2023-01-28,2023,Q1,1,Jan,2023-01,2023-01-01,Winter,Loan Payment,Credit Card,Business,Madrid,40.4168,-3.7038,ATM,USD,1.0,2023-01-28,Native USD; no conversion applied,7838.774460483614,7838.77,2.62,2.62,0.0,0.0,145.39,145.39,148.01,148.01,0.018882,True,True,445,Poor,6093.29,6k-10k,Middle Income Segment,5k-10k,Gold Card with Travel Benefits,2.1077,True
51,4943,2023-11-30,2023,Q4,11,Nov,2023-11,2023-11-01,Autumn,Deposit,Checking Account,Platinum,Murcia,37.9847,-1.1287,Online,EUR,1.0931,2023-11-30,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",4679.070333171536,5114.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,424,Poor,5418.41,3k-6k,Middle Income Segment,5k-10k,Mid-tier Savings Booster,-0.6403,False
52,8555,2024-10-17,2024,Q4,10,Oct,2024-10,2024-10-01,Autumn,Card Payment,Credit Card,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,1.0866,2024-10-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",4115.585229400298,4471.99,8.14,8.84,0.0,0.0,0.0,0.0,8.14,8.84,0.001977,True,False,642,Fair,9171.04,6k-10k,High Income Segment,1k-5k,Exclusive Platinum Package,-0.4623,False
53,4073,2024-11-23,2024,Q4,11,Nov,2024-11,2024-11-01,Autumn,Loan Payment,Savings Account,Standard,Zaragoza,41.6488,-0.8891,Online,EUR,1.0412,2024-11-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",630.9850200251946,656.98,0.0,0.0,0.0,0.0,175.22,182.44,175.22,182.44,0.277695,True,True,330,Poor,6513.28,6k-10k,Middle Income Segment,Under 1k,Mid-tier Savings Booster,2.7469,True
54,2021,2023-08-17,2023,Q3,8,Aug,2023-08,2023-08-01,Summer,Deposit,Savings Account,Standard,Murcia,37.9847,-1.1287,Branch,EUR,1.09,2023-08-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",1244.342224330351,1356.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,593,Fair,1715.94,Under 3k,Low Income Segment,1k-5k,No-Fee Basic Account,-0.6196,False
55,4843,2024-06-26,2024,Q2,6,Jun,2024-06,2024-06-01,Summer,Transfer,Credit Card,Platinum,Madrid,40.4168,-3.7038,Mobile,EUR,1.0689,2024-06-26,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",9254.792205687714,9892.45,45.25,48.37,0.0,0.0,0.0,0.0,45.25,48.37,0.00489,True,False,389,Poor,6062.96,6k-10k,Middle Income Segment,5k-10k,Gold Card with Travel Benefits,0.2578,False
56,8989,2025-02-21,2025,Q1,2,Feb,2025-02,2025-02-01,Winter,Transfer,Savings Account,Business,Zaragoza,41.6488,-0.8891,Branch,EUR,1.0465,2025-02-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",3850.964441775596,4030.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,561,Poor,3119.93,3k-6k,Middle Income Segment,1k-5k,Mid-tier Savings Booster,-0.6403,False
57,7873,2025-04-17,2025,Q2,4,Apr,2025-04,2025-04-01,Spring,Transfer,Savings Account,Standard,Malaga,36.7213,-4.4214,ATM,EUR,1.136,2025-04-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates",441.3637934838166,501.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,747,Very Good,4936.7,3k-6k,Middle Income Segment,Under 1k,Mid-tier Savings Booster,-0.6403,False
