Date,Currency,RateToUSD,FXRateDate,RateSource
2023-01-11,EUR,1.0747,2023-01-11,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-11,USD,1.0,2023-01-11,Native USD; no conversion applied
2023-01-12,EUR,1.0772,2023-01-12,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-12,USD,1.0,2023-01-12,Native USD; no conversion applied
2023-01-13,EUR,1.0814,2023-01-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-13,USD,1.0,2023-01-13,Native USD; no conversion applied
2023-01-14,EUR,1.0814,2023-01-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-14,USD,1.0,2023-01-14,Native USD; no conversion applied
2023-01-15,EUR,1.0814,2023-01-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-15,USD,1.0,2023-01-15,Native USD; no conversion applied
2023-01-16,EUR,1.0812,2023-01-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-16,USD,1.0,2023-01-16,Native USD; no conversion applied
2023-01-17,EUR,1.0843,2023-01-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-17,USD,1.0,2023-01-17,Native USD; no conversion applied
2023-01-18,EUR,1.0839,2023-01-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-18,USD,1.0,2023-01-18,Native USD; no conversion applied
2023-01-19,EUR,1.0815,2023-01-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-19,USD,1.0,2023-01-19,Native USD; no conversion applied
2023-01-20,EUR,1.0826,2023-01-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-20,USD,1.0,2023-01-20,Native USD; no conversion applied
2023-01-21,EUR,1.0826,2023-01-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-21,USD,1.0,2023-01-21,Native USD; no conversion applied
2023-01-22,EUR,1.0826,2023-01-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-22,USD,1.0,2023-01-22,Native USD; no conversion applied
2023-01-23,EUR,1.0871,2023-01-23,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-23,USD,1.0,2023-01-23,Native USD; no conversion applied
2023-01-24,EUR,1.0858,2023-01-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-24,USD,1.0,2023-01-24,Native USD; no conversion applied
2023-01-25,EUR,1.0878,2023-01-25,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-25,USD,1.0,2023-01-25,Native USD; no conversion applied
2023-01-26,EUR,1.0895,2023-01-26,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-26,USD,1.0,2023-01-26,Native USD; no conversion applied
2023-01-27,EUR,1.0865,2023-01-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-27,USD,1.0,2023-01-27,Native USD; no conversion applied
2023-01-28,EUR,1.0865,2023-01-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-28,USD,1.0,2023-01-28,Native USD; no conversion applied
2023-01-29,EUR,1.0865,2023-01-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-29,USD,1.0,2023-01-29,Native USD; no conversion applied
2023-01-30,EUR,1.0903,2023-01-30,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-30,USD,1.0,2023-01-30,Native USD; no conversion applied
2023-01-31,EUR,1.0833,2023-01-31,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-01-31,USD,1.0,2023-01-31,Native USD; no conversion applied
2023-02-01,EUR,1.0894,2023-02-01,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-01,USD,1.0,2023-02-01,Native USD; no conversion applied
2023-02-02,EUR,1.0988,2023-02-02,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-02,USD,1.0,2023-02-02,Native USD; no conversion applied
2023-02-03,EUR,1.0937,2023-02-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-03,USD,1.0,2023-02-03,Native USD; no conversion applied
2023-02-04,EUR,1.0937,2023-02-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-04,USD,1.0,2023-02-04,Native USD; no conversion applied
2023-02-05,EUR,1.0937,2023-02-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-05,USD,1.0,2023-02-05,Native USD; no conversion applied
2023-02-06,EUR,1.0776,2023-02-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-06,USD,1.0,2023-02-06,Native USD; no conversion applied
2023-02-07,EUR,1.07,2023-02-07,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-07,USD,1.0,2023-02-07,Native USD; no conversion applied
2023-02-08,EUR,1.0735,2023-02-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-08,USD,1.0,2023-02-08,Native USD; no conversion applied
2023-02-09,EUR,1.0771,2023-02-09,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-09,USD,1.0,2023-02-09,Native USD; no conversion applied
2023-02-10,EUR,1.069,2023-02-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-10,USD,1.0,2023-02-10,Native USD; no conversion applied
2023-02-11,EUR,1.069,2023-02-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-11,USD,1.0,2023-02-11,Native USD; no conversion applied
2023-02-12,EUR,1.069,2023-02-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-12,USD,1.0,2023-02-12,Native USD; no conversion applied
2023-02-13,EUR,1.0686,2023-02-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-13,USD,1.0,2023-02-13,Native USD; no conversion applied
2023-02-14,EUR,1.0759,2023-02-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-14,USD,1.0,2023-02-14,Native USD; no conversion applied
2023-02-15,EUR,1.07,2023-02-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-15,USD,1.0,2023-02-15,Native USD; no conversion applied
2023-02-16,EUR,1.07,2023-02-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-16,USD,1.0,2023-02-16,Native USD; no conversion applied
2023-02-17,EUR,1.0625,2023-02-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-17,USD,1.0,2023-02-17,Native USD; no conversion applied
2023-02-18,EUR,1.0625,2023-02-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-18,USD,1.0,2023-02-18,Native USD; no conversion applied
2023-02-19,EUR,1.0625,2023-02-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-19,USD,1.0,2023-02-19,Native USD; no conversion applied
2023-02-20,EUR,1.0674,2023-02-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-20,USD,1.0,2023-02-20,Native USD; no conversion applied
2023-02-21,EUR,1.0664,2023-02-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-21,USD,1.0,2023-02-21,Native USD; no conversion applied
2023-02-22,EUR,1.0644,2023-02-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-22,USD,1.0,2023-02-22,Native USD; no conversion applied
2023-02-23,EUR,1.0616,2023-02-23,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-23,USD,1.0,2023-02-23,Native USD; no conversion applied
2023-02-24,EUR,1.057,2023-02-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-24,USD,1.0,2023-02-24,Native USD; no conversion applied
2023-02-25,EUR,1.057,2023-02-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-25,USD,1.0,2023-02-25,Native USD; no conversion applied
2023-02-26,EUR,1.057,2023-02-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-26,USD,1.0,2023-02-26,Native USD; no conversion applied
2023-02-27,EUR,1.0554,2023-02-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-27,USD,1.0,2023-02-27,Native USD; no conversion applied
2023-02-28,EUR,1.0619,2023-02-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-02-28,USD,1.0,2023-02-28,Native USD; no conversion applied
2023-03-01,EUR,1.0684,2023-03-01,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-01,USD,1.0,2023-03-01,Native USD; no conversion applied
2023-03-02,EUR,1.0605,2023-03-02,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-02,USD,1.0,2023-03-02,Native USD; no conversion applied
2023-03-03,EUR,1.0615,2023-03-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-03,USD,1.0,2023-03-03,Native USD; no conversion applied
2023-03-04,EUR,1.0615,2023-03-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-04,USD,1.0,2023-03-04,Native USD; no conversion applied
2023-03-05,EUR,1.0615,2023-03-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-05,USD,1.0,2023-03-05,Native USD; no conversion applied
2023-03-06,EUR,1.0646,2023-03-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-06,USD,1.0,2023-03-06,Native USD; no conversion applied
2023-03-07,EUR,1.0665,2023-03-07,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-07,USD,1.0,2023-03-07,Native USD; no conversion applied
2023-03-08,EUR,1.0545,2023-03-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-08,USD,1.0,2023-03-08,Native USD; no conversion applied
2023-03-09,EUR,1.0554,2023-03-09,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-09,USD,1.0,2023-03-09,Native USD; no conversion applied
2023-03-10,EUR,1.0586,2023-03-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-10,USD,1.0,2023-03-10,Native USD; no conversion applied
2023-03-11,EUR,1.0586,2023-03-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-11,USD,1.0,2023-03-11,Native USD; no conversion applied
2023-03-12,EUR,1.0586,2023-03-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-12,USD,1.0,2023-03-12,Native USD; no conversion applied
2023-03-13,EUR,1.0706,2023-03-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-13,USD,1.0,2023-03-13,Native USD; no conversion applied
2023-03-14,EUR,1.0737,2023-03-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-14,USD,1.0,2023-03-14,Native USD; no conversion applied
2023-03-15,EUR,1.0549,2023-03-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-15,USD,1.0,2023-03-15,Native USD; no conversion applied
2023-03-16,EUR,1.0595,2023-03-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-16,USD,1.0,2023-03-16,Native USD; no conversion applied
2023-03-17,EUR,1.0623,2023-03-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-17,USD,1.0,2023-03-17,Native USD; no conversion applied
2023-03-18,EUR,1.0623,2023-03-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-18,USD,1.0,2023-03-18,Native USD; no conversion applied
2023-03-19,EUR,1.0623,2023-03-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-19,USD,1.0,2023-03-19,Native USD; no conversion applied
2023-03-20,EUR,1.0717,2023-03-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-20,USD,1.0,2023-03-20,Native USD; no conversion applied
2023-03-21,EUR,1.0776,2023-03-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-21,USD,1.0,2023-03-21,Native USD; no conversion applied
2023-03-22,EUR,1.0785,2023-03-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-22,USD,1.0,2023-03-22,Native USD; no conversion applied
2023-03-23,EUR,1.0879,2023-03-23,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-23,USD,1.0,2023-03-23,Native USD; no conversion applied
2023-03-24,EUR,1.0745,2023-03-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-24,USD,1.0,2023-03-24,Native USD; no conversion applied
2023-03-25,EUR,1.0745,2023-03-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-25,USD,1.0,2023-03-25,Native USD; no conversion applied
2023-03-26,EUR,1.0745,2023-03-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-26,USD,1.0,2023-03-26,Native USD; no conversion applied
2023-03-27,EUR,1.0773,2023-03-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-27,USD,1.0,2023-03-27,Native USD; no conversion applied
2023-03-28,EUR,1.0841,2023-03-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-28,USD,1.0,2023-03-28,Native USD; no conversion applied
2023-03-29,EUR,1.0847,2023-03-29,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-29,USD,1.0,2023-03-29,Native USD; no conversion applied
2023-03-30,EUR,1.0886,2023-03-30,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-30,USD,1.0,2023-03-30,Native USD; no conversion applied
2023-03-31,EUR,1.0875,2023-03-31,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-03-31,USD,1.0,2023-03-31,Native USD; no conversion applied
2023-04-01,EUR,1.0875,2023-03-31,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-01,USD,1.0,2023-04-01,Native USD; no conversion applied
2023-04-02,EUR,1.0875,2023-03-31,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-02,USD,1.0,2023-04-02,Native USD; no conversion applied
2023-04-03,EUR,1.087,2023-04-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-03,USD,1.0,2023-04-03,Native USD; no conversion applied
2023-04-04,EUR,1.0901,2023-04-04,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-04,USD,1.0,2023-04-04,Native USD; no conversion applied
2023-04-05,EUR,1.094,2023-04-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-05,USD,1.0,2023-04-05,Native USD; no conversion applied
2023-04-06,EUR,1.0915,2023-04-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-06,USD,1.0,2023-04-06,Native USD; no conversion applied
2023-04-07,EUR,1.0915,2023-04-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-07,USD,1.0,2023-04-07,Native USD; no conversion applied
2023-04-08,EUR,1.0915,2023-04-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-08,USD,1.0,2023-04-08,Native USD; no conversion applied
2023-04-09,EUR,1.0915,2023-04-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-09,USD,1.0,2023-04-09,Native USD; no conversion applied
2023-04-10,EUR,1.0915,2023-04-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-10,USD,1.0,2023-04-10,Native USD; no conversion applied
2023-04-11,EUR,1.0905,2023-04-11,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-11,USD,1.0,2023-04-11,Native USD; no conversion applied
2023-04-12,EUR,1.0922,2023-04-12,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-12,USD,1.0,2023-04-12,Native USD; no conversion applied
2023-04-13,EUR,1.1015,2023-04-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-13,USD,1.0,2023-04-13,Native USD; no conversion applied
2023-04-14,EUR,1.1057,2023-04-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-14,USD,1.0,2023-04-14,Native USD; no conversion applied
2023-04-15,EUR,1.1057,2023-04-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-15,USD,1.0,2023-04-15,Native USD; no conversion applied
2023-04-16,EUR,1.1057,2023-04-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-16,USD,1.0,2023-04-16,Native USD; no conversion applied
2023-04-17,EUR,1.0981,2023-04-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-17,USD,1.0,2023-04-17,Native USD; no conversion applied
2023-04-18,EUR,1.0972,2023-04-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-18,USD,1.0,2023-04-18,Native USD; no conversion applied
2023-04-19,EUR,1.0933,2023-04-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-19,USD,1.0,2023-04-19,Native USD; no conversion applied
2023-04-20,EUR,1.0944,2023-04-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-20,USD,1.0,2023-04-20,Native USD; no conversion applied
2023-04-21,EUR,1.0978,2023-04-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-21,USD,1.0,2023-04-21,Native USD; no conversion applied
2023-04-22,EUR,1.0978,2023-04-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-22,USD,1.0,2023-04-22,Native USD; no conversion applied
2023-04-23,EUR,1.0978,2023-04-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-23,USD,1.0,2023-04-23,Native USD; no conversion applied
2023-04-24,EUR,1.1002,2023-04-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-24,USD,1.0,2023-04-24,Native USD; no conversion applied
2023-04-25,EUR,1.1022,2023-04-25,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-25,USD,1.0,2023-04-25,Native USD; no conversion applied
2023-04-26,EUR,1.1039,2023-04-26,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-26,USD,1.0,2023-04-26,Native USD; no conversion applied
2023-04-27,EUR,1.1042,2023-04-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-27,USD,1.0,2023-04-27,Native USD; no conversion applied
2023-04-28,EUR,1.0981,2023-04-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-28,USD,1.0,2023-04-28,Native USD; no conversion applied
2023-04-29,EUR,1.0981,2023-04-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-29,USD,1.0,2023-04-29,Native USD; no conversion applied
2023-04-30,EUR,1.0981,2023-04-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-04-30,USD,1.0,2023-04-30,Native USD; no conversion applied
2023-05-01,EUR,1.0981,2023-04-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-01,USD,1.0,2023-05-01,Native USD; no conversion applied
2023-05-02,EUR,1.0965,2023-05-02,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-02,USD,1.0,2023-05-02,Native USD; no conversion applied
2023-05-03,EUR,1.1043,2023-05-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-03,USD,1.0,2023-05-03,Native USD; no conversion applied
2023-05-04,EUR,1.1074,2023-05-04,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-04,USD,1.0,2023-05-04,Native USD; no conversion applied
2023-05-05,EUR,1.1014,2023-05-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-05,USD,1.0,2023-05-05,Native USD; no conversion applied
2023-05-06,EUR,1.1014,2023-05-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-06,USD,1.0,2023-05-06,Native USD; no conversion applied
2023-05-07,EUR,1.1014,2023-05-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-07,USD,1.0,2023-05-07,Native USD; no conversion applied
2023-05-08,EUR,1.1037,2023-05-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-08,USD,1.0,2023-05-08,Native USD; no conversion applied
2023-05-09,EUR,1.0959,2023-05-09,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-09,USD,1.0,2023-05-09,Native USD; no conversion applied
2023-05-10,EUR,1.095,2023-05-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-10,USD,1.0,2023-05-10,Native USD; no conversion applied
2023-05-11,EUR,1.093,2023-05-11,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-11,USD,1.0,2023-05-11,Native USD; no conversion applied
2023-05-12,EUR,1.0892,2023-05-12,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-12,USD,1.0,2023-05-12,Native USD; no conversion applied
2023-05-13,EUR,1.0892,2023-05-12,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-13,USD,1.0,2023-05-13,Native USD; no conversion applied
2023-05-14,EUR,1.0892,2023-05-12,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-14,USD,1.0,2023-05-14,Native USD; no conversion applied
2023-05-15,EUR,1.0876,2023-05-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-15,USD,1.0,2023-05-15,Native USD; no conversion applied
2023-05-16,EUR,1.0881,2023-05-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-16,USD,1.0,2023-05-16,Native USD; no conversion applied
2023-05-17,EUR,1.0829,2023-05-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-17,USD,1.0,2023-05-17,Native USD; no conversion applied
2023-05-18,EUR,1.0813,2023-05-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-18,USD,1.0,2023-05-18,Native USD; no conversion applied
2023-05-19,EUR,1.0808,2023-05-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-19,USD,1.0,2023-05-19,Native USD; no conversion applied
2023-05-20,EUR,1.0808,2023-05-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-20,USD,1.0,2023-05-20,Native USD; no conversion applied
2023-05-21,EUR,1.0808,2023-05-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-21,USD,1.0,2023-05-21,Native USD; no conversion applied
2023-05-22,EUR,1.0822,2023-05-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-22,USD,1.0,2023-05-22,Native USD; no conversion applied
2023-05-23,EUR,1.0779,2023-05-23,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-05-23,USD,1.0,2023-05-23,Native USD; no conversion applied
2023-05-24,EUR,1.0785,2023-05-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
