CustomerID,Transactions,FirstTransactionDate,LastTransactionDate,PrimaryCustomerSegment,PrimaryCreditScoreBand,PrimaryMonthlyIncomeBand,AverageCustomerScore,AverageMonthlyIncome,TotalAmountUSD,TotalFeesUSD,HighFeeBurdenTransactions,SegmentVersionCount,ScoreVersionCount,IncomeVersionCount,ProfileChangesDetected
1102,1,2025-02-11,2025-02-11,High Income Segment,Fair,6k-10k,652.0,7460.03,2849.63,88.77,0,1,1,1,False
1104,3,2023-01-28,2023-12-29,Middle Income Segment,Poor,6k-10k,528.3333333333334,6612.490000000001,25936.71,0.0,0,2,3,3,True
1105,7,2023-01-12,2025-04-04,High Income Segment,Poor,6k-10k,509.0,7956.021428571429,39137.630000000005,320.54,0,1,7,7,True
1106,6,2023-03-21,2025-04-22,High Income Segment,Poor,6k-10k,580.3333333333334,6409.208333333333,37642.08,238.08999999999997,0,3,6,6,True
1107,3,2023-02-21,2024-11-03,High Income Segment,Good,6k-10k,599.6666666666666,7379.863333333334,22044.89,51.9,0,1,3,3,True
1108,1,2023-09-01,2023-09-01,Middle Income Segment,Very Good,3k-6k,780.0,4173.25,10601.45,17.42,0,1,1,1,False
1109,3,2023-01-01,2025-04-03,Low Income Segment,Fair,Under 3k,556.0,3399.883333333333,17666.07,34.79,0,2,3,3,True
1110,4,2024-01-30,2025-03-10,High Income Segment,Good,6k-10k,722.0,7118.46,9513.39,211.8,0,2,4,4,True
1111,3,2024-02-18,2024-04-28,High Income Segment,Exceptional,6k-10k,667.6666666666666,5694.516666666667,22047.64,103.2,0,2,3,3,True
1112,3,2023-03-29,2025-03-16,High Income Segment,Poor,6k-10k,458.6666666666667,8401.626666666665,11559.75,220.47,1,2,3,3,True
1113,1,2023-07-14,2023-07-14,Middle Income Segment,Exceptional,3k-6k,826.0,3387.47,11168.94,0.0,0,1,1,1,False
1114,2,2023-12-20,2024-06-26,Low Income Segment,Exceptional,3k-6k,655.0,2786.73,22085.75,40.28,0,2,2,2,True
1115,2,2023-12-08,2025-03-15,High Income Segment,Poor,3k-6k,517.5,6676.17,5000.71,36.9,0,2,2,2,True
1116,2,2023-01-21,2024-09-01,High Income Segment,Poor,6k-10k,423.5,7297.82,9597.630000000001,51.69,0,2,2,2,True
1117,2,2023-07-29,2024-07-16,Middle Income Segment,Good,3k-6k,531.5,5985.75,5493.11,0.0,0,1,2,2,True
1118,2,2023-05-19,2024-01-23,High Income Segment,Good,6k-10k,727.0,6070.37,10118.82,146.33,1,2,2,2,True
1120,2,2023-12-30,2024-03-26,High Income Segment,Poor,6k-10k,443.5,7471.305,489.21999999999997,0.0,0,1,2,2,True
1122,3,2023-02-12,2024-10-12,Low Income Segment,Poor,Under 3k,482.3333333333333,3587.08,26299.48,126.95,0,2,3,3,True
1123,1,2023-03-11,2023-03-11,High Income Segment,Poor,6k-10k,399.0,9064.92,4513.69,0.0,0,1,1,1,False
1124,2,2023-02-01,2024-07-22,High Income Segment,Poor,6k-10k,553.0,8768.265,11659.46,171.06,1,1,2,2,True
1125,6,2023-02-01,2025-02-14,Middle Income Segment,Poor,6k-10k,427.1666666666667,5645.063333333333,25380.97,146.06,1,3,6,6,True
1126,2,2024-05-16,2024-07-04,High Income Segment,Poor,6k-10k,600.5,5375.135,7317.52,0.0,0,2,2,2,True
1128,2,2023-04-13,2024-11-09,High Income Segment,Good,3k-6k,554.5,7079.57,9928.79,35.72,0,2,2,2,True
1129,3,2024-03-27,2024-11-09,Middle Income Segment,Poor,3k-6k,361.3333333333333,5595.836666666667,20042.88,186.22,0,1,3,3,True
1130,3,2023-01-24,2025-04-07,High Income Segment,Fair,6k-10k,587.3333333333334,6528.18,29192.67,216.89,0,2,3,3,True
1131,3,2023-09-01,2024-11-29,Middle Income Segment,Poor,6k-10k,457.6666666666667,6714.75,11066.47,0.0,0,2,3,3,True
1132,2,2023-01-14,2024-11-29,High Income Segment,Poor,3k-6k,446.0,7826.665,18520.84,23.42,0,2,2,2,True
1133,2,2024-05-04,2025-02-03,Middle Income Segment,Fair,3k-6k,622.5,5220.955,5417.700000000001,182.59,1,1,2,2,True
1134,1,2024-10-12,2024-10-12,Middle Income Segment,Poor,3k-6k,414.0,4831.98,12453.47,78.68,0,1,1,1,False
1135,3,2024-04-11,2025-01-11,Middle Income Segment,Poor,3k-6k,407.0,3302.5466666666666,21819.510000000002,275.58,1,2,3,3,True
1136,2,2023-02-11,2023-08-18,High Income Segment,Fair,6k-10k,684.5,7175.695,8556.88,8.45,0,2,2,2,True
1137,3,2023-06-07,2023-09-02,Middle Income Segment,Poor,6k-10k,389.0,5871.123333333333,9637.27,5.49,0,2,3,3,True
1138,2,2023-01-02,2023-11-18,Low Income Segment,Poor,6k-10k,482.0,4415.315,13747.45,0.0,0,2,2,2,True
1139,1,2024-12-28,2024-12-28,Low Income Segment,Poor,Under 3k,564.0,1881.3,3276.57,43.6,0,1,1,1,False
1140,5,2023-03-16,2024-12-25,Low Income Segment,Poor,Under 3k,546.8,3776.346,30606.8,227.81,0,3,5,5,True
1141,2,2023-05-27,2025-01-28,Middle Income Segment,Fair,3k-6k,585.0,3823.295,15264.39,1.26,0,1,2,2,True
1142,4,2023-01-24,2025-02-12,High Income Segment,Poor,6k-10k,470.25,7433.432500000001,24704.38,214.70999999999998,1,2,4,4,True
1143,3,2023-07-23,2024-12-08,High Income Segment,Poor,3k-6k,416.6666666666667,5118.3533333333335,10827.86,106.78,0,3,3,3,True
1144,1,2024-01-22,2024-01-22,Middle Income Segment,Fair,6k-10k,660.0,6083.04,5341.85,0.0,0,1,1,1,False
1145,4,2023-05-27,2023-12-03,High Income Segment,Good,6k-10k,737.0,5844.875,19617.269999999997,23.07,0,2,4,4,True
1146,2,2023-09-25,2024-02-26,High Income Segment,Good,6k-10k,518.5,5294.01,22816.97,29.08,0,2,2,2,True
1147,1,2023-10-11,2023-10-11,Middle Income Segment,Poor,3k-6k,453.0,4655.0,7907.33,0.0,0,1,1,1,False
1148,5,2024-03-26,2025-05-07,Middle Income Segment,Fair,3k-6k,639.8,5788.336,17260.600000000002,177.41,0,3,5,5,True
1149,4,2023-09-26,2024-09-19,Middle Income Segment,Poor,3k-6k,458.75,4632.165,23882.18,191.37,1,3,4,4,True
1151,4,2023-07-01,2025-03-25,High Income Segment,Fair,6k-10k,650.25,7321.462500000001,22140.09,184.18,1,2,4,4,True
1152,2,2023-11-22,2024-02-17,High Income Segment,Poor,6k-10k,685.5,9027.57,12134.54,129.57,0,1,2,2,True
1153,4,2023-05-05,2024-01-06,High Income Segment,Poor,6k-10k,572.5,4946.0975,14792.69,304.59999999999997,1,2,4,4,True
1154,4,2023-06-18,2023-11-11,High Income Segment,Poor,6k-10k,459.75,5460.3525,25529.98,271.73,1,2,4,4,True
1155,1,2023-09-13,2023-09-13,Low Income Segment,Poor,Under 3k,346.0,1905.03,4769.73,35.06,0,1,1,1,False
1156,1,2024-09-17,2024-09-17,Middle Income Segment,Poor,6k-10k,391.0,6656.21,11934.51,0.0,0,1,1,1,False
1157,1,2023-06-29,2023-06-29,Low Income Segment,Poor,Under 3k,550.0,1794.05,1381.42,0.0,0,1,1,1,False
1158,2,2023-09-10,2024-10-14,Middle Income Segment,Fair,3k-6k,602.0,4562.04,5331.21,230.21,1,1,2,2,True
1159,4,2023-04-16,2025-04-30,High Income Segment,Exceptional,3k-6k,676.75,6203.57,28239.59,93.33,0,2,4,4,True
1160,3,2023-05-20,2025-02-19,Middle Income Segment,Poor,3k-6k,580.6666666666666,4810.830000000001,19328.95,24.03,0,2,3,3,True
1161,2,2023-02-19,2023-10-10,Middle Income Segment,Good,6k-10k,600.0,6849.24,7373.460000000001,0.0,0,1,2,2,True
1162,3,2023-12-26,2024-12-18,High Income Segment,Poor,6k-10k,552.0,8177.596666666667,21774.54,19.09,0,1,3,3,True
1163,3,2023-01-08,2025-01-23,Middle Income Segment,Good,6k-10k,745.0,6326.170000000001,13559.31,168.79,1,2,3,3,True
1164,2,2023-11-21,2024-04-03,High Income Segment,Exceptional,6k-10k,753.0,6880.9400000000005,7778.08,0.0,0,2,2,2,True
1165,2,2023-08-18,2023-08-19,High Income Segment,Fair,6k-10k,657.5,8285.945,3480.19,77.95,0,1,2,2,True
1166,3,2023-07-13,2024-06-21,High Income Segment,Poor,6k-10k,490.3333333333333,8359.276666666667,13132.15,0.0,0,1,3,3,True
1167,1,2025-01-16,2025-01-16,High Income Segment,Poor,6k-10k,423.0,7980.86,820.83,0.0,0,1,1,1,False
1168,1,2023-03-19,2023-03-19,Low Income Segment,Poor,Under 3k,419.0,1654.35,12563.02,74.69,0,1,1,1,False
1169,2,2023-07-16,2025-02-06,High Income Segment,Fair,3k-6k,573.0,7544.764999999999,7294.43,64.15,0,2,2,2,True
1170,2,2023-01-10,2024-02-19,High Income Segment,Fair,6k-10k,653.0,8242.44,9399.98,33.93,0,2,2,2,True
1171,4,2023-04-06,2024-08-15,High Income Segment,Poor,6k-10k,564.75,6056.39,10865.53,205.6,1,3,4,4,True
1172,2,2023-12-20,2024-11-30,High Income Segment,Exceptional,6k-10k,758.0,6893.3099999999995,17478.77,16.94,0,2,2,2,True
1173,1,2024-01-06,2024-01-06,Low Income Segment,Poor,Under 3k,305.0,2079.33,4945.19,0.0,0,1,1,1,False
1174,2,2023-04-10,2024-06-13,High Income Segment,Fair,6k-10k,590.5,9104.73,11191.18,28.17,0,1,2,2,True
1175,2,2023-05-20,2025-05-20,High Income Segment,Good,3k-6k,589.5,6725.295,4058.59,50.39,0,2,2,2,True
1176,1,2023-02-05,2023-02-05,Low Income Segment,Poor,Under 3k,357.0,2115.0,3345.38,56.84,0,1,1,1,False
1177,1,2025-01-26,2025-01-26,Middle Income Segment,Very Good,3k-6k,783.0,3597.81,782.59,25.89,0,1,1,1,False
1178,5,2023-10-20,2025-01-09,High Income Segment,Poor,6k-10k,570.4,7126.26,22615.07,140.68,0,2,5,5,True
1179,2,2024-01-27,2024-04-05,Low Income Segment,Good,3k-6k,529.0,3142.465,21098.61,107.39,0,2,2,2,True
1180,1,2023-01-18,2023-01-18,High Income Segment,Exceptional,6k-10k,838.0,7653.12,291.09,59.82,0,1,1,1,False
1181,2,2024-07-31,2025-03-26,Low Income Segment,Poor,3k-6k,491.5,3114.675,15005.32,36.8,0,2,2,2,True
1182,3,2023-01-06,2024-04-06,High Income Segment,Poor,3k-6k,431.3333333333333,4596.143333333333,28305.699999999997,56.74,0,3,3,3,True
1183,2,2024-03-31,2025-02-13,High Income Segment,Fair,6k-10k,520.5,5317.639999999999,7415.36,68.21,0,2,2,2,True
1184,5,2023-02-07,2024-06-27,Middle Income Segment,Fair,3k-6k,534.4,4465.2699999999995,36870.509999999995,157.15,0,2,5,5,True
1185,3,2023-10-15,2024-06-29,Middle Income Segment,Poor,6k-10k,446.3333333333333,6016.139999999999,13136.5,0.0,0,1,3,3,True
1186,1,2023-07-19,2023-07-19,Middle Income Segment,Poor,3k-6k,379.0,3690.05,1182.9,0.0,0,1,1,1,False
1187,3,2023-01-10,2024-02-02,High Income Segment,Poor,6k-10k,482.6666666666667,7050.463333333333,9314.0,107.63,0,2,3,3,True
1189,2,2023-01-07,2024-09-25,Low Income Segment,Fair,6k-10k,655.5,4227.825000000001,8009.73,106.91,0,2,2,2,True
1190,2,2024-03-28,2025-02-18,High Income Segment,Fair,6k-10k,699.0,8917.12,14906.869999999999,159.56,1,1,2,2,True
1191,5,2023-01-19,2025-04-09,High Income Segment,Poor,3k-6k,603.2,5989.356,25622.71,294.44,1,3,5,5,True
1192,2,2023-08-24,2023-10-25,High Income Segment,Fair,6k-10k,493.5,5759.379999999999,3539.63,33.79,0,2,2,2,True
1193,4,2024-01-01,2024-11-12,High Income Segment,Poor,6k-10k,565.0,7827.754999999999,20899.010000000002,146.11,0,2,4,4,True
1194,2,2024-06-21,2024-08-30,Low Income Segment,Very Good,3k-6k,776.0,3434.04,7028.13,177.55,1,2,2,2,True
1195,4,2023-04-07,2023-12-21,High Income Segment,Poor,6k-10k,557.75,5641.4825,11168.87,0.0,0,2,4,4,True
1197,2,2023-01-23,2024-07-13,Middle Income Segment,Poor,3k-6k,312.0,5762.785,1372.54,0.0,0,1,1,2,True
1198,2,2023-11-21,2024-09-20,Middle Income Segment,Good,3k-6k,648.0,3752.38,3051.96,22.57,0,1,2,2,True
1201,7,2023-06-24,2024-12-26,Middle Income Segment,Poor,3k-6k,556.5714285714286,5665.96,30712.32,305.01,1,3,7,7,True
1202,2,2023-08-08,2024-08-27,Middle Income Segment,Fair,3k-6k,710.0,5586.115,9974.73,20.35,0,1,2,2,True
1203,2,2024-03-01,2024-03-06,Middle Income Segment,Good,3k-6k,574.0,5709.155,10131.71,13.71,0,1,2,2,True
1204,3,2023-01-14,2024-12-15,High Income Segment,Exceptional,6k-10k,648.3333333333334,8683.563333333334,11683.21,19.89,0,1,3,3,True
1205,2,2023-04-10,2025-04-03,High Income Segment,Good,6k-10k,565.5,4637.96,5183.17,0.0,0,2,2,2,True
1206,3,2023-03-16,2024-06-18,High Income Segment,Fair,6k-10k,649.3333333333334,7501.509999999999,12139.95,70.6,0,2,3,3,True
1207,4,2023-03-02,2024-05-05,Low Income Segment,Fair,3k-6k,600.75,3555.5975,17067.43,201.13,1,2,4,4,True
1208,1,2024-08-20,2024-08-20,Middle Income Segment,Poor,3k-6k,368.0,4716.14,1689.67,0.0,0,1,1,1,False
1209,4,2023-01-19,2025-02-22,High Income Segment,Poor,6k-10k,556.25,6561.52,16347.16,94.99,0,2,4,4,True
1211,2,2023-09-17,2025-03-23,Low Income Segment,Exceptional,3k-6k,615.5,4141.235,16442.08,113.28,0,2,2,2,True
1212,1,2023-08-25,2023-08-25,Middle Income Segment,Poor,3k-6k,371.0,3838.47,429.01,0.0,0,1,1,1,False
1213,1,2024-12-03,2024-12-03,Low Income Segment,Fair,Under 3k,641.0,1963.32,7851.07,14.3,0,1,1,1,False
1214,1,2025-01-14,2025-01-14,Middle Income Segment,Very Good,3k-6k,791.0,3140.21,10212.38,46.26,0,1,1,1,False
1215,2,2023-03-13,2024-01-28,High Income Segment,Fair,6k-10k,538.0,7287.135,17781.85,114.55,0,2,2,2,True
1216,1,2023-03-27,2023-03-27,Middle Income Segment,Fair,3k-6k,641.0,4943.59,439.48,79.14,0,1,1,1,False
1218,1,2024-05-05,2024-05-05,High Income Segment,Poor,6k-10k,428.0,9865.37,3971.78,0.0,0,1,1,1,False
1219,1,2025-05-04,2025-05-04,Low Income Segment,Poor,Under 3k,563.0,1721.15,5464.27,0.0,0,1,1,1,False
1220,1,2023-06-25,2023-06-25,Middle Income Segment,Poor,3k-6k,358.0,3012.56,2531.86,0.0,0,1,1,1,False
