scope_segment,is_challenge_scope,region,country,content_category,platform,posts,total_engagement,total_impressions,total_clicks,avg_engagement_rate,avg_ctr
Challenge Scope,True,APAC,Japan,Event / Webinar,TikTok,1,83211,599307,10487.0,0.1624568849799787,0.0175
Challenge Scope,True,APAC,Japan,Product Promotion,Instagram,2,276501,3615572,0.0,0.09421842614049172,
Challenge Scope,True,APAC,Japan,Product Promotion,LinkedIn,2,85682,760097,0.0,0.15809668951386796,
Challenge Scope,True,APAC,Japan,Product Promotion,TikTok,1,106323,1606360,18794.0,0.08030620990160697,0.0117
Challenge Scope,True,APAC,Japan,Product Promotion,X (Twitter),3,515738,6204438,0.0,0.1029432951645071,
Challenge Scope,True,Europe,Germany,Customer Story,Instagram,2,106405,519158,0.0,0.2420624662198369,
Challenge Scope,True,Europe,Germany,Customer Story,TikTok,1,51855,290991,5703.0,0.204405481736421,0.0196
Challenge Scope,True,Europe,Germany,Educational,Instagram,2,111728,617962,0.0,0.2010694602051033,
Challenge Scope,True,Europe,Germany,Educational,LinkedIn,2,103479,628788,0.0,0.1877011750955434,
Challenge Scope,True,Europe,Germany,Educational,TikTok,2,699749,4086611,99009.0,0.2111184418955383,0.024
Challenge Scope,True,Europe,Germany,Educational,X (Twitter),2,57525,401192,0.0,0.17513369929938244,
Challenge Scope,True,Europe,Germany,Entertainment,LinkedIn,2,56233,888883,0.0,0.0801189486178367,
Challenge Scope,True,Europe,Germany,Entertainment,TikTok,1,67176,771432,12420.0,0.09923824893778649,0.0161
Challenge Scope,True,Europe,Germany,Event / Webinar,Instagram,1,46529,351181,0.0,0.1530849135923097,
Challenge Scope,True,Europe,Germany,Event / Webinar,TikTok,2,103735,1022249,17501.0,0.11781035309201371,0.0155
Challenge Scope,True,Europe,Germany,Product Promotion,Instagram,2,66557,594352,0.0,0.10927360759308706,
Challenge Scope,True,Europe,Germany,Product Promotion,TikTok,1,42998,595752,12034.0,0.09232110849286283,0.0202
Challenge Scope,True,Europe,Germany,Product Promotion,X (Twitter),3,348621,3837033,0.0,0.11276463480795264,
Challenge Scope,True,Europe,UK,Customer Story,Instagram,5,695824,4283291,0.0,0.2087448605229114,
Challenge Scope,True,Europe,UK,Customer Story,LinkedIn,2,125291,765660,17632.0,0.1901153139882225,0.02325
Challenge Scope,True,Europe,UK,Customer Story,X (Twitter),1,37646,293772,0.0,0.1570097918489958,
Challenge Scope,True,Europe,UK,Educational,Instagram,6,1174252,6884526,0.0,0.20491267165713625,
Challenge Scope,True,Europe,UK,Educational,LinkedIn,1,229924,1619911,41631.0,0.1660323444595486,0.0257
Challenge Scope,True,Europe,UK,Educational,TikTok,7,736651,4192094,58744.0,0.19800445990452323,0.019314285714285718
Challenge Scope,True,Europe,UK,Educational,X (Twitter),7,567414,3517766,0.0,0.20685064946984158,
Challenge Scope,True,Europe,UK,Entertainment,LinkedIn,2,147107,2700287,55824.0,0.06490226683898478,0.0291
Challenge Scope,True,Europe,UK,Entertainment,X (Twitter),1,22159,500317,0.0,0.05016952205046906,
Challenge Scope,True,Europe,UK,Event / Webinar,TikTok,2,89211,714827,8935.0,0.1425339960336665,0.0135
Challenge Scope,True,Europe,UK,Product Promotion,Instagram,2,404048,5162682,0.0,0.09487312862310066,
Challenge Scope,True,Europe,UK,Product Promotion,LinkedIn,2,90480,1061832,16094.0,0.09874428995251577,0.0157
Challenge Scope,True,Europe,UK,Product Promotion,TikTok,2,201445,2044984,31950.0,0.10772825509503592,0.01685
Challenge Scope,True,Europe,UK,Product Promotion,X (Twitter),2,149102,1187805,0.0,0.1444171223627861,
Challenge Scope,True,Latin America,Brazil,Customer Story,X (Twitter),1,151,1274,0.0,0.1512857596345455,
Challenge Scope,True,Latin America,Brazil,Educational,Instagram,6,761117,5473246,0.0,0.19773735428497088,
Challenge Scope,True,Latin America,Brazil,Educational,LinkedIn,2,163979,975171,6742.0,0.20670992416645162,0.0221
Challenge Scope,True,Latin America,Brazil,Educational,TikTok,2,86896,505378,8107.0,0.21065801607973264,0.0165
Challenge Scope,True,Latin America,Brazil,Educational,X (Twitter),5,623876,3513701,0.0,0.2228695430975808,
Challenge Scope,True,Latin America,Brazil,Entertainment,Instagram,1,155764,2711918,0.0,0.06442645477466157,
Challenge Scope,True,Latin America,Brazil,Entertainment,LinkedIn,1,31169,512925,0.0,0.07384938178516098,
Challenge Scope,True,Latin America,Brazil,Entertainment,TikTok,1,59788,791296,8704.0,0.08787088223944951,0.011
Challenge Scope,True,Latin America,Brazil,Entertainment,X (Twitter),1,141206,2600890,0.0,0.06148674629060785,
Challenge Scope,True,Latin America,Brazil,Event / Webinar,LinkedIn,1,26223,203999,2957.0,0.1631612300034534,0.0145
Challenge Scope,True,Latin America,Brazil,Event / Webinar,TikTok,2,127490,1244028,14312.0,0.1335436683270838,0.01295
Challenge Scope,True,Latin America,Brazil,Event / Webinar,X (Twitter),1,44138,493047,0.0,0.1158130603801154,
Challenge Scope,True,Latin America,Brazil,Product Promotion,Instagram,4,867402,10751187,0.0,0.09911415445797302,
Challenge Scope,True,Latin America,Brazil,Product Promotion,LinkedIn,3,458249,4118597,99393.0,0.16298018975182807,0.02085
Challenge Scope,True,Latin America,Brazil,Product Promotion,TikTok,1,272570,3096115,63779.0,0.1123721537785096,0.0206
Challenge Scope,True,Latin America,Brazil,Product Promotion,X (Twitter),1,340149,3037853,0.0,0.1431555054837156,
Challenge Scope,True,North America,Canada,Customer Story,Instagram,4,765480,4154477,0.0,0.2124874712400674,
Challenge Scope,True,North America,Canada,Customer Story,TikTok,1,18931,131670,3278.0,0.1653038933288798,0.0249
Challenge Scope,True,North America,Canada,Educational,Instagram,3,616270,3558550,0.0,0.18102529049611307,
Challenge Scope,True,North America,Canada,Educational,LinkedIn,3,181899,1171696,21340.0,0.18947145723355452,0.02035
Challenge Scope,True,North America,Canada,Educational,TikTok,3,146636,1036191,19180.0,0.1718858685778625,0.019466666666666667
Challenge Scope,True,North America,Canada,Educational,X (Twitter),3,155260,852658,0.0,0.20442136130469124,
Challenge Scope,True,North America,Canada,Entertainment,Instagram,1,167282,2714171,0.0,0.07231493892769625,
Challenge Scope,True,North America,Canada,Entertainment,TikTok,1,271362,3492481,75437.0,0.09784903847082468,0.0216
Challenge Scope,True,North America,Canada,Entertainment,X (Twitter),5,653527,10645786,0.0,0.07358315184903014,
Challenge Scope,True,North America,Canada,Event / Webinar,LinkedIn,1,31916,299980,6809.0,0.1291267149054613,0.0227
Challenge Scope,True,North America,Canada,Event / Webinar,X (Twitter),1,149740,1040539,0.0,0.1598345400717205,
Challenge Scope,True,North America,Canada,Product Promotion,Instagram,4,582568,5598202,0.0,0.1298914346738445,
Challenge Scope,True,North America,Canada,Product Promotion,TikTok,3,661661,6244835,92265.0,0.11916039837598935,0.014933333333333333
Challenge Scope,True,North America,Canada,Product Promotion,X (Twitter),4,484083,4584136,0.0,0.13017905200977611,
Challenge Scope,True,North America,USA,Customer Story,LinkedIn,1,41063,207168,5531.0,0.2207439098225888,0.0267
Challenge Scope,True,North America,USA,Customer Story,TikTok,1,208257,1434723,23385.0,0.1666008536910345,0.0163
Challenge Scope,True,North America,USA,Educational,Instagram,4,318583,1832915,0.0,0.2108573483086634,
Challenge Scope,True,North America,USA,Educational,TikTok,3,876217,4713719,58301.0,0.2236675599463017,0.012366666666666666
Challenge Scope,True,North America,USA,Educational,X (Twitter),1,128379,718840,0.0,0.1996156902484061,
Challenge Scope,True,North America,USA,Entertainment,Instagram,1,213704,2863981,0.0,0.09105041112785937,
Challenge Scope,True,North America,USA,Entertainment,LinkedIn,1,31839,565341,0.0,0.06203398643209845,
Challenge Scope,True,North America,USA,Entertainment,TikTok,2,222839,4214659,100718.0,0.0691503600584677,0.022600000000000002
Challenge Scope,True,North America,USA,Entertainment,X (Twitter),1,207636,3189651,0.0,0.0795803916014189,
Challenge Scope,True,North America,USA,Product Promotion,Instagram,3,798111,9174362,0.0,0.1055428745265451,
Challenge Scope,True,North America,USA,Product Promotion,LinkedIn,2,320577,3759715,52632.0,0.1048865892559266,0.01505
Challenge Scope,True,North America,USA,Product Promotion,TikTok,2,455841,4519847,59194.0,0.1278952657861751,0.013649999999999999
Challenge Scope,True,North America,USA,Product Promotion,X (Twitter),5,988241,10667311,0.0,0.10948907029211492,
Full Workbook Only,False,APAC,Australia,Customer Story,Facebook,13,843465,5137662,110840.0,0.19379906915356593,0.02160769230769231
Full Workbook Only,False,APAC,Australia,Customer Story,Instagram,20,1508897,9567825,0.0,0.19932008731419418,
Full Workbook Only,False,APAC,Australia,Customer Story,LinkedIn,11,1411366,8783712,193207.0,0.19778249270314283,0.01917777777777778
Full Workbook Only,False,APAC,Australia,Customer Story,TikTok,20,1324468,7342171,130057.0,0.2119152373077557,0.017935
Full Workbook Only,False,APAC,Australia,Customer Story,X (Twitter),15,2193255,11683422,0.0,0.1971651601848704,
Full Workbook Only,False,APAC,Australia,Customer Story,YouTube,15,1384674,8424162,0.0,0.19475154754313417,
Full Workbook Only,False,APAC,Australia,Educational,Facebook,6,1075438,7025932,146997.0,0.20126934255986903,0.021033333333333334
Full Workbook Only,False,APAC,Australia,Educational,Instagram,44,4439604,28283265,0.0,0.195727825823255,
Full Workbook Only,False,APAC,Australia,Educational,LinkedIn,29,2466198,13893883,127205.0,0.19872094470151364,0.016761538461538463
Full Workbook Only,False,APAC,Australia,Educational,TikTok,47,5669840,33666230,581414.0,0.20592161124413103,0.017395744680851064
Full Workbook Only,False,APAC,Australia,Educational,X (Twitter),52,5817112,37375712,0.0,0.2011458329020175,
Full Workbook Only,False,APAC,Australia,Educational,YouTube,59,7344406,44911582,0.0,0.19649869976636142,
Full Workbook Only,False,APAC,Australia,Entertainment,Facebook,5,814781,14964856,347763.0,0.06562170089883498,0.02314
Full Workbook Only,False,APAC,Australia,Entertainment,Instagram,14,2053218,33399903,0.0,0.0760248548855813,
Full Workbook Only,False,APAC,Australia,Entertainment,LinkedIn,14,1231770,21040636,315046.0,0.07548377137979115,0.022616666666666663
Full Workbook Only,False,APAC,Australia,Entertainment,TikTok,20,1242103,21814156,425098.0,0.0739723552425737,0.018245
Full Workbook Only,False,APAC,Australia,Entertainment,X (Twitter),20,1593770,27904912,0.0,0.07120538161414311,
Full Workbook Only,False,APAC,Australia,Entertainment,YouTube,30,3179673,49585658,0.0,0.08050439563742298,
Full Workbook Only,False,APAC,Australia,Event / Webinar,Instagram,10,351960,3309832,0.0,0.12848352020956713,
Full Workbook Only,False,APAC,Australia,Event / Webinar,LinkedIn,6,153185,1385931,23281.0,0.13183817068411272,0.02466
Full Workbook Only,False,APAC,Australia,Event / Webinar,TikTok,12,405253,3564899,67818.0,0.14212221897327912,0.019108333333333335
Full Workbook Only,False,APAC,Australia,Event / Webinar,X (Twitter),12,462819,3799621,0.0,0.14907547663543497,
Full Workbook Only,False,APAC,Australia,Event / Webinar,YouTube,17,636709,5542930,0.0,0.13505792467884564,
Full Workbook Only,False,APAC,Australia,Product Promotion,Facebook,9,1754250,21173396,394755.0,0.10229890607575669,0.018844444444444445
Full Workbook Only,False,APAC,Australia,Product Promotion,Instagram,29,5452879,53445640,0.0,0.11936198153730428,
Full Workbook Only,False,APAC,Australia,Product Promotion,LinkedIn,12,1785119,17304370,321106.0,0.13160878009025875,0.0215125
Full Workbook Only,False,APAC,Australia,Product Promotion,TikTok,38,6550662,70725420,1305515.0,0.11354009519252665,0.017836842105263158
Full Workbook Only,False,APAC,Australia,Product Promotion,X (Twitter),34,6106204,59552256,0.0,0.1200340484053686,
Full Workbook Only,False,APAC,Australia,Product Promotion,YouTube,36,7036883,67450254,0.0,0.12087405704085866,
Full Workbook Only,False,APAC,India,Customer Story,Facebook,15,1822040,11502010,265558.0,0.1956792761069602,0.02249333333333333
Full Workbook Only,False,APAC,India,Customer Story,Instagram,17,3864088,22064534,0.0,0.19991530515036793,
Full Workbook Only,False,APAC,India,Customer Story,LinkedIn,10,656691,3973450,54142.0,0.1917300266321591,0.019214285714285715
Full Workbook Only,False,APAC,India,Customer Story,TikTok,20,1636960,9614122,169802.0,0.20794935221554614,0.016815
Full Workbook Only,False,APAC,India,Customer Story,X (Twitter),26,2339060,13877095,0.0,0.19818401326896667,
Full Workbook Only,False,APAC,India,Customer Story,YouTube,15,1730122,10968714,0.0,0.20157982862246718,
Full Workbook Only,False,APAC,India,Educational,Facebook,4,1478404,8504705,152718.0,0.19927923767520853,0.016725
Full Workbook Only,False,APAC,India,Educational,Instagram,45,6111770,35543702,0.0,0.20793243440611373,
Full Workbook Only,False,APAC,India,Educational,LinkedIn,18,2605801,15837928,211765.0,0.19663169834416921,0.02025
Full Workbook Only,False,APAC,India,Educational,TikTok,48,5185297,31905291,578443.0,0.1999615648914185,0.017385416666666667
Full Workbook Only,False,APAC,India,Educational,X (Twitter),56,5274995,31593823,0.0,0.19605340669209143,
Full Workbook Only,False,APAC,India,Educational,YouTube,64,7055653,42718467,0.0,0.1978666521549644,
Full Workbook Only,False,APAC,India,Entertainment,Facebook,9,540393,9920789,267593.0,0.07661338251427136,0.023366666666666664
Full Workbook Only,False,APAC,India,Entertainment,Instagram,15,2197693,32691089,0.0,0.07959255340109476,
Full Workbook Only,False,APAC,India,Entertainment,LinkedIn,18,908418,14570082,160327.0,0.07363107340556846,0.019966666666666667
Full Workbook Only,False,APAC,India,Entertainment,TikTok,15,914105,14916752,250475.0,0.07145165187828763,0.01808
Full Workbook Only,False,APAC,India,Entertainment,X (Twitter),18,1960155,30452564,0.0,0.07996784512525575,
Full Workbook Only,False,APAC,India,Entertainment,YouTube,30,2636105,44497989,0.0,0.07325445957320659,
Full Workbook Only,False,APAC,India,Event / Webinar,Facebook,2,45085,355475,9016.0,0.15690890858688394,0.02515
Full Workbook Only,False,APAC,India,Event / Webinar,Instagram,12,349931,2900239,0.0,0.14550804920952662,
Full Workbook Only,False,APAC,India,Event / Webinar,LinkedIn,4,383895,4425315,91324.0,0.12205454896891696,0.0194
Full Workbook Only,False,APAC,India,Event / Webinar,TikTok,10,817561,6699826,142820.0,0.14573042408495418,0.01847
Full Workbook Only,False,APAC,India,Event / Webinar,X (Twitter),14,552028,4790808,0.0,0.1381504184775645,
Full Workbook Only,False,APAC,India,Event / Webinar,YouTube,15,597107,4851206,0.0,0.14812423915067993,
Full Workbook Only,False,APAC,India,Product Promotion,Facebook,9,842007,7810395,158786.0,0.11758928495216026,0.018500000000000003
Full Workbook Only,False,APAC,India,Product Promotion,Instagram,31,6106147,60648976,0.0,0.11807546394440978,
Full Workbook Only,False,APAC,India,Product Promotion,LinkedIn,12,760625,7522718,116469.0,0.11804023195337014,0.02417142857142857
Full Workbook Only,False,APAC,India,Product Promotion,TikTok,40,6092334,65928459,1175913.0,0.114939218468937,0.0173725
Full Workbook Only,False,APAC,India,Product Promotion,X (Twitter),37,4116911,44155253,0.0,0.11107280471423743,
Full Workbook Only,False,APAC,India,Product Promotion,YouTube,30,5024161,53315524,0.0,0.1155854828629257,
Full Workbook Only,False,APAC,Japan,Customer Story,Facebook,8,691049,4327079,89555.0,0.18125260593997117,0.0194125
Full Workbook Only,False,APAC,Japan,Customer Story,Instagram,10,1642182,10801119,0.0,0.1831398626912753,
Full Workbook Only,False,APAC,Japan,Customer Story,LinkedIn,7,397349,2502415,44800.0,0.19960089598319924,0.0172
Full Workbook Only,False,APAC,Japan,Customer Story,TikTok,18,2477936,14333404,201496.0,0.2089109655765765,0.015883333333333333
Full Workbook Only,False,APAC,Japan,Customer Story,X (Twitter),18,1209463,7142852,0.0,0.19642417828679273,
Full Workbook Only,False,APAC,Japan,Customer Story,YouTube,11,1110290,7491583,0.0,0.18473448929072028,
Full Workbook Only,False,APAC,Japan,Educational,Facebook,9,1792186,11070846,225183.0,0.19652992852415546,0.02178888888888889
Full Workbook Only,False,APAC,Japan,Educational,Instagram,36,5781948,35663714,0.0,0.2021116551805548,
Full Workbook Only,False,APAC,Japan,Educational,LinkedIn,16,2978113,17995016,168643.0,0.20462127511363237,0.0161
Full Workbook Only,False,APAC,Japan,Educational,TikTok,66,7240291,43843151,815589.0,0.19648110799143784,0.018157575757575758
Full Workbook Only,False,APAC,Japan,Educational,X (Twitter),47,4237781,25112842,0.0,0.20072070918813578,
Full Workbook Only,False,APAC,Japan,Educational,YouTube,60,8952608,53755583,0.0,0.19575136108718338,
Full Workbook Only,False,APAC,Japan,Entertainment,Facebook,5,502843,6903961,183205.0,0.0875260913169951,0.0257
Full Workbook Only,False,APAC,Japan,Entertainment,Instagram,10,1887062,32832677,0.0,0.06907801727225284,
Full Workbook Only,False,APAC,Japan,Entertainment,LinkedIn,19,1309003,20413258,238712.0,0.07469365783576949,0.019042857142857143
Full Workbook Only,False,APAC,Japan,Entertainment,TikTok,29,3210242,49540980,846999.0,0.07445120384554324,0.018144827586206898
Full Workbook Only,False,APAC,Japan,Entertainment,X (Twitter),20,2220611,35554919,0.0,0.07284678987527303,
Full Workbook Only,False,APAC,Japan,Entertainment,YouTube,28,2424771,38629565,0.0,0.07641783083793027,
Full Workbook Only,False,APAC,Japan,Event / Webinar,Facebook,3,83364,731246,12400.0,0.13161858024395312,0.015766666666666665
Full Workbook Only,False,APAC,Japan,Event / Webinar,Instagram,15,623036,5263070,0.0,0.13793762609759527,
Full Workbook Only,False,APAC,Japan,Event / Webinar,LinkedIn,6,357429,3059991,58766.0,0.14284374095645574,0.021516666666666667
Full Workbook Only,False,APAC,Japan,Event / Webinar,TikTok,18,1009535,9141976,149478.0,0.14555542862298954,0.016655555555555555
Full Workbook Only,False,APAC,Japan,Event / Webinar,X (Twitter),15,579217,4776287,0.0,0.14731709895878567,
Full Workbook Only,False,APAC,Japan,Event / Webinar,YouTube,19,1062286,9795907,0.0,0.13286039624431667,
Full Workbook Only,False,APAC,Japan,Product Promotion,Facebook,9,1320282,13395066,239486.0,0.1186917714146179,0.018888888888888886
Full Workbook Only,False,APAC,Japan,Product Promotion,Instagram,18,3272985,31414659,0.0,0.1177121567456487,
Full Workbook Only,False,APAC,Japan,Product Promotion,LinkedIn,20,2753027,30208050,599591.0,0.10868131182903759,0.021638461538461537
Full Workbook Only,False,APAC,Japan,Product Promotion,TikTok,37,7129650,74178591,1227454.0,0.11510032348881997,0.016772972972972974
Full Workbook Only,False,APAC,Japan,Product Promotion,X (Twitter),33,5852277,59838906,0.0,0.11750349158162371,
Full Workbook Only,False,APAC,Japan,Product Promotion,YouTube,34,5789661,62409050,0.0,0.11486919595004641,
Full Workbook Only,False,Europe,Germany,Customer Story,Facebook,5,882781,6027869,149636.0,0.18274920850458462,0.021560000000000003
Full Workbook Only,False,Europe,Germany,Customer Story,Instagram,18,1837008,12476263,0.0,0.19133263189330912,
Full Workbook Only,False,Europe,Germany,Customer Story,LinkedIn,5,403103,2161933,46363.0,0.21688496162576482,0.023219999999999998
Full Workbook Only,False,Europe,Germany,Customer Story,TikTok,16,2127179,12003105,218832.0,0.2021571010668171,0.01839375
Full Workbook Only,False,Europe,Germany,Customer Story,X (Twitter),10,1477042,7821188,0.0,0.20456381861947764,
Full Workbook Only,False,Europe,Germany,Customer Story,YouTube,12,1173431,7043052,0.0,0.18396056113915663,
Full Workbook Only,False,Europe,Germany,Educational,Facebook,7,500832,3094787,78037.0,0.203650914700165,0.023857142857142858
Full Workbook Only,False,Europe,Germany,Educational,Instagram,53,6924056,41854848,0.0,0.1992471457638306,
Full Workbook Only,False,Europe,Germany,Educational,LinkedIn,11,755866,4382127,33417.0,0.20217299179489903,0.02036
Full Workbook Only,False,Europe,Germany,Educational,TikTok,43,5900013,36340069,722238.0,0.19092719770214758,0.01858372093023256
Full Workbook Only,False,Europe,Germany,Educational,X (Twitter),39,5326262,31499375,0.0,0.19964368889896358,
Full Workbook Only,False,Europe,Germany,Educational,YouTube,42,5055793,29703033,0.0,0.20042528427267958,
Full Workbook Only,False,Europe,Germany,Entertainment,Facebook,8,417605,6925000,107900.0,0.07447337103556537,0.0155875
Full Workbook Only,False,Europe,Germany,Entertainment,Instagram,10,1379369,23304608,0.0,0.0664831294907863,
Full Workbook Only,False,Europe,Germany,Entertainment,LinkedIn,15,465489,7954050,49386.0,0.07227697165993398,0.024259999999999997
Full Workbook Only,False,Europe,Germany,Entertainment,TikTok,24,2186957,37009581,699012.0,0.07107234332698484,0.018454166666666667
Full Workbook Only,False,Europe,Germany,Entertainment,X (Twitter),20,2062461,32814498,0.0,0.07573569298868907,
Full Workbook Only,False,Europe,Germany,Entertainment,YouTube,33,2805487,44472199,0.0,0.07479362636605158,
Full Workbook Only,False,Europe,Germany,Event / Webinar,Facebook,4,456394,3696291,56367.0,0.14684625278404473,0.019049999999999997
Full Workbook Only,False,Europe,Germany,Event / Webinar,Instagram,15,954243,7515754,0.0,0.14577470290847686,
Full Workbook Only,False,Europe,Germany,Event / Webinar,LinkedIn,2,72240,572326,6017.0,0.15252623289915435,0.0106
Full Workbook Only,False,Europe,Germany,Event / Webinar,TikTok,10,722522,6208878,117997.0,0.1349121517783034,0.019340000000000003
Full Workbook Only,False,Europe,Germany,Event / Webinar,X (Twitter),15,689123,5885651,0.0,0.1338233121237484,
Full Workbook Only,False,Europe,Germany,Event / Webinar,YouTube,23,1213889,10700626,0.0,0.1350490814383121,
Full Workbook Only,False,Europe,Germany,Product Promotion,Facebook,14,1469704,14318439,305901.0,0.12046238376816432,0.01987142857142857
Full Workbook Only,False,Europe,Germany,Product Promotion,Instagram,27,4674602,48361767,0.0,0.11379967273399456,
Full Workbook Only,False,Europe,Germany,Product Promotion,LinkedIn,13,1245448,12726303,159898.0,0.12195295986943698,0.018
Full Workbook Only,False,Europe,Germany,Product Promotion,TikTok,45,5990773,61340935,1085215.0,0.11887826017329028,0.018615555555555555
Full Workbook Only,False,Europe,Germany,Product Promotion,X (Twitter),26,3726255,40479715,0.0,0.111732944018161,
Full Workbook Only,False,Europe,Germany,Product Promotion,YouTube,39,6529737,67793398,0.0,0.11468114951408512,
Full Workbook Only,False,Europe,UK,Customer Story,Facebook,16,1305588,8737003,179197.0,0.19291499248700167,0.0210375
Full Workbook Only,False,Europe,UK,Customer Story,Instagram,12,1271805,7113001,0.0,0.2124720881687652,
Full Workbook Only,False,Europe,UK,Customer Story,LinkedIn,7,292646,1797987,23139.0,0.19878125945504374,0.01716
Full Workbook Only,False,Europe,UK,Customer Story,TikTok,14,1419487,8579987,159651.0,0.20418400469792466,0.01692142857142857
Full Workbook Only,False,Europe,UK,Customer Story,X (Twitter),16,1357991,7224635,0.0,0.2013583524066426,
Full Workbook Only,False,Europe,UK,Customer Story,YouTube,28,2390931,14997949,0.0,0.19893469552221574,
Full Workbook Only,False,Europe,UK,Educational,Facebook,8,1545458,9471402,196184.0,0.20480741937468766,0.020112500000000002
Full Workbook Only,False,Europe,UK,Educational,Instagram,45,5607413,33589411,0.0,0.19914114259399737,
Full Workbook Only,False,Europe,UK,Educational,LinkedIn,19,1536183,10212823,155138.0,0.19045729842359008,0.020325
Full Workbook Only,False,Europe,UK,Educational,TikTok,60,6878555,39429429,609693.0,0.20837201513809353,0.016493333333333336
Full Workbook Only,False,Europe,UK,Educational,X (Twitter),55,6366612,38884688,0.0,0.19643534440507904,
Full Workbook Only,False,Europe,UK,Educational,YouTube,66,5279644,31814349,0.0,0.1956842734121401,
Full Workbook Only,False,Europe,UK,Entertainment,Facebook,9,991913,16460618,311418.0,0.07266103725136358,0.018244444444444445
Full Workbook Only,False,Europe,UK,Entertainment,Instagram,12,2021106,30673210,0.0,0.07912771777979981,
Full Workbook Only,False,Europe,UK,Entertainment,LinkedIn,17,667646,10422018,57311.0,0.07621555460820148,0.024775
Full Workbook Only,False,Europe,UK,Entertainment,TikTok,24,2273514,35048099,589546.0,0.0732825326342592,0.0170125
